id,precioEstadia,Nombre,Fechapublicacion,descripcion,alojamientoid,operador,capacidad
2537,2333.09,Parisian Sporer and Prohaska,05/04/2015,Support,3551,4530,5
2538,2249.45,Nikolaus Inc,15-10-14,Human Resources,5043,4951,4
2539,4101.61,Bernhard Lueilwitz and Pfannerstill,14/11/2014,Marketing,1557,4926,9
2540,1826.86,Hoeger-Schumm,12-12-13,Sales,3805,1587,7
2541,4188.07,Cummerata Kiehn and Hermiston,17/10/2014,Accounting,3781,4881,13
2542,141.38,Mueller-Carroll,24-04-14,Business Development,341,2744,11
2543,4387.07,Moore Group,13-11-16,Business Development,5680,3936,12
2544,4714.03,Willms Wunsch and Ernser,08/09/2014,Legal,1149,3450,3
2545,2319.89,Koss-Wyman,12-08-13,Marketing,4624,4225,5
2546,3511.94,Botsford-Greenfelder,06-09-13,Accounting,5195,202,2
2547,829.49,Pfannerstill and Sons,13-09-15,Support,2158,918,1
2548,3633.55,Vandervort Rolfson and Huel,01/06/2015,Engineering,844,3399,8
2549,4543.8,Kihn Gerlach and Hayes,27/06/2014,Training,3803,2141,14
2550,1724.71,Deckow-Hane,23-01-17,Business Development,507,888,15
2551,1751.34,Windler-Emard,22-08-14,Marketing,1798,2275,9
2552,1859.4,Pouros Inc,13-11-13,Support,5395,3337,2
2553,1781.36,Metz LLC,22-05-13,Product Management,6,1453,7
2554,3130.51,Wisoky Breitenberg and Steuber,13/03/2017,Business Development,296,4160,3
2555,2613.44,Ankunding Reinger and Schoen,11/04/2016,Training,1780,4319,12
2556,3954.22,Williamson-Oberbrunner,13-04-14,Product Management,1646,2880,2
2557,3289.06,Ullrich-Mante,23-01-18,Product Management,704,2247,15
2558,967.06,Carter Johnston and Runolfsson,19/04/2016,Human Resources,1214,3010,10
2559,4211.39,Cronin-Reinger,09-04-18,Human Resources,3108,4917,9
2560,1209.95,Kutch-Crooks,09-04-15,Accounting,4157,4002,12
2561,707.91,Nienow Group,26-03-18,Business Development,5576,1867,8
2562,2541.95,Kovacek-Cremin,10-04-16,Business Development,3806,4616,2
2563,1754.6,Lebsack-Schroeder,20-04-18,Services,2064,719,15
2564,2120.43,Cole Wolf and Romaguera,04/01/2017,Services,412,4566,8
2565,1627.93,Jacobson-Hilpert,25-06-13,Accounting,3783,200,16
2566,1923.5,Heller Cummerata and Mante,22/03/2014,Sales,1993,3622,14
2567,2609.54,King Sawayn and Gusikowski,28/02/2016,Support,5591,2448,15
2568,4497.24,Cruickshank-Feest,20-12-16,Business Development,2271,1714,16
2569,3003.21,Cummings Group,31-07-16,Research and Development,5581,1043,11
2570,1643.52,Gulgowski and Sons,24-08-17,Services,1732,2486,5
2571,1391.76,Doyle and Sons,03-08-14,Legal,5029,2839,10
2572,3569.73,Mueller and Sons,13-01-15,Accounting,4130,1616,4
2573,2847.28,Collier Group,18-01-16,Services,5931,157,9
2574,3985.29,Ryan Dickinson and Bernhard,14/10/2014,Sales,3471,2618,9
2575,205.3,Larson Flatley and Hyatt,24/06/2015,Research and Development,3745,1119,7
2576,2648.6,Zemlak-Erdman,17-12-14,Research and Development,2782,464,1
2577,3447.83,Spencer-Abshire,23-04-17,Business Development,2589,4662,16
2578,4978.58,Lowe-Zieme,01-01-15,Research and Development,4513,1764,13
2579,1567.27,Brakus Greenholt and Olson,25/12/2015,Services,4358,1042,1
2580,4776.08,Quitzon-Paucek,17-04-17,Services,5226,4253,12
2581,4432.51,Marks and Sons,04-05-14,Training,447,731,3
2582,676.62,Cassin and Sons,29-04-15,Accounting,2163,1484,4
2583,3184.03,Bosco-Berge,06-08-15,Business Development,3158,3396,10
2584,341.14,Hintz-Deckow,07-02-14,Training,2575,537,8
2585,4946.05,Johnson-Berge,01-03-16,Marketing,3080,794,14
2586,3397.02,Wunsch-Moore,11-07-15,Legal,973,2202,10
2587,3078.39,Stokes Von and Okuneva,09/08/2016,Sales,5453,3291,10
2588,3689.35,Auer Group,27-07-16,Legal,2984,4559,15
2589,2310.61,Crona-Zieme,29-05-16,Engineering,771,442,6
2590,312.38,Wintheiser-Torp,16-11-14,Legal,4034,2058,13
2591,4196.99,Mosciski Wolf and Cormier,22/07/2017,Legal,3137,2181,13
2592,4945.43,Abshire Schaefer and Schimmel,06/11/2014,Product Management,711,3215,9
2593,2335.16,Romaguera Group,13-11-13,Engineering,3694,805,5
2594,4865.03,Willms-Kessler,10-10-14,Support,5807,364,3
2595,2302.49,DuBuque and Sons,12-02-18,Marketing,1072,782,14
2596,4607.64,Graham Group,28-02-16,Research and Development,5059,3252,11
2597,3274.29,Predovic-Jaskolski,31-12-14,Engineering,2975,900,1
2598,1280.45,Herman-Wolf,13-04-14,Product Management,3140,1409,12
2599,4326.86,Strosin-Raynor,28-12-17,Engineering,2344,3043,7
2600,3338.3,Stamm-Nolan,26-05-13,Accounting,2811,4883,10
2601,2874.42,Halvorson LLC,08-06-15,Human Resources,2164,4927,4
2602,3552.73,Cassin-Breitenberg,24-10-15,Engineering,323,2741,15
2603,3593.34,O'Connell Barrows and Douglas,08/10/2013,Accounting,2466,4674,8
2604,2252.83,Mueller Beahan and Berge,17/01/2014,Engineering,5715,3328,1
2605,1478.39,Shanahan-Sawayn,17-11-17,Marketing,2468,3163,3
2606,2485.65,Klocko LLC,22-10-15,Marketing,4897,288,3
2607,4514.8,Daniel Inc,11-03-18,Research and Development,5397,4290,4
2608,4407.87,Borer Konopelski and Boyle,21/02/2017,Product Management,4786,1948,6
2609,3312.92,Bernier LLC,19-01-14,Marketing,1320,3453,15
2610,934.06,Crona-Blick,15-01-15,Business Development,4864,585,4
2611,400.24,Muller Kuphal and Cartwright,10/04/2015,Services,4414,1262,1
2612,2169.1,Ryan-Goyette,30-05-14,Support,3483,1705,5
2613,2610.2,Walter LLC,26-02-16,Support,1231,206,14
2614,1842.63,Schuppe-Ritchie,28-02-14,Research and Development,5848,2455,4
2615,3822.2,Corwin-Mayert,12-02-18,Support,3669,2986,12
2616,1249.5,Hoppe Bahringer and Rosenbaum,24/10/2013,Marketing,5387,1534,9
2617,2104.45,Botsford Inc,01-10-16,Engineering,717,603,12
2618,4891.12,Tremblay and Sons,02-03-14,Marketing,5000,4393,16
2619,227.77,Crooks-Goyette,21-09-13,Training,3075,3817,4
2620,2538.65,Roberts LLC,30-06-14,Training,5805,1296,15
2621,4954.26,Schuppe LLC,13-11-13,Product Management,927,3094,9
2622,4103.55,Stark Inc,17-08-16,Marketing,3761,45,4
2623,2904.78,Rice-Eichmann,28-08-16,Sales,897,2437,11
2624,3197.51,Renner Rutherford and Jenkins,24/11/2014,Sales,2466,4487,5
2625,3383.54,Marquardt Group,04-05-14,Services,677,883,16
2626,4437.45,Shanahan and Sons,28-01-14,Services,401,2088,9
2627,2156.34,Aufderhar-Halvorson,12-06-16,Legal,2809,3002,3
2628,2160.41,Kuphal Wilkinson and Dooley,28/06/2014,Accounting,3564,725,8
2629,1135.93,Welch-Maggio,21-07-15,Marketing,4343,2664,2
2630,2532.75,Herzog-Torp,17-08-16,Product Management,708,2694,3
2631,4819.59,Lind and Sons,11-06-13,Human Resources,2769,1220,10
2632,4540.69,Schmidt and Sons,14-09-16,Training,1648,1905,14
2633,334.55,Hammes Group,01-04-17,Accounting,3922,1326,9
2634,4433.84,Willms Klocko and Yost,19/02/2018,Engineering,4972,2193,14
2635,2802.7,Carroll-Grant,28-04-18,Accounting,2218,2249,13
2636,3677.4,Reichert Bins and McGlynn,06/05/2014,Training,1863,1360,8
2637,2424.29,Howell Schiller and Weber,28/02/2017,Accounting,1514,4083,6
2638,4985.58,Yundt Group,06-02-18,Training,518,3105,9
2639,3851.32,Cruickshank-Lynch,14-12-17,Research and Development,2694,1898,10
2640,957.71,Mitchell-Brekke,10-08-15,Product Management,5822,3271,13
2641,4430.3,Skiles LLC,07-11-16,Business Development,5576,3761,4
2642,3935.05,Stamm LLC,10-02-15,Accounting,2831,3574,12
2643,3814.07,Wehner Gutkowski and Nitzsche,23/02/2017,Support,1854,69,10
2644,2667.11,Goodwin and Sons,13-01-18,Business Development,4973,3012,15
2645,1492.31,Labadie and Sons,01-08-13,Product Management,2863,992,15
2646,4594.76,Schowalter-Cormier,15-12-15,Research and Development,4027,3026,3
2647,975.43,Zieme-Doyle,29-11-14,Product Management,3306,414,14
2648,154.54,Kunde Cassin and Schmitt,21/05/2015,Legal,5027,363,2
2649,943.82,Brekke LLC,03-05-17,Services,3023,2411,7
2650,2471.63,Simonis and Sons,15-05-18,Marketing,3891,4877,12
2651,79.91,Upton Blanda and Altenwerth,13/08/2017,Research and Development,1289,4618,15
2652,905.33,Ebert Inc,18-01-17,Support,2331,817,8
2653,1110.19,Vandervort-Cormier,12-11-15,Product Management,5032,1326,1
2654,1385.48,Morissette LLC,02-10-17,Business Development,4681,4587,2
2655,1909.98,Haag LLC,23-01-17,Marketing,2745,1561,15
2656,1848.82,Runolfsson LLC,16-05-17,Services,1672,4856,1
2657,1718.95,Cronin and Sons,04-08-16,Business Development,232,4223,7
2658,4063.5,Gleason LLC,01-01-18,Training,3251,700,15
2659,1077.98,Lemke Inc,05-09-13,Legal,1837,884,9
2660,565.85,Fahey Kreiger and Schowalter,20/10/2013,Support,1950,2941,14
2661,4608.99,Bahringer-Sawayn,30-06-15,Business Development,4495,4394,4
2662,660.05,Gerhold-Ryan,11-11-14,Business Development,5317,507,9
2663,1152.46,Bradtke Jenkins and Douglas,01/08/2016,Support,2392,1353,11
2664,4196.37,Schneider-Wintheiser,22-02-16,Engineering,3772,477,10
2665,3122.59,Mayer LLC,03-03-16,Human Resources,4655,3232,9
2666,1901.15,Ondricka LLC,04-05-15,Training,3816,2912,13
2667,4376.23,Kulas Tillman and Jerde,14/10/2017,Accounting,4243,1561,7
2668,2145.23,Anderson and Sons,04-12-15,Support,2716,4048,1
2669,3022.8,Turner Inc,24-04-18,Accounting,1286,2442,5
2670,4131.32,Kuhic Inc,31-03-15,Accounting,11,461,12
2671,1331.26,Adams LLC,29-06-16,Support,2980,4828,1
2672,1498.84,Feest Medhurst and Reilly,12/05/2018,Business Development,5018,821,12
2673,4756.07,Nicolas Inc,03-10-17,Engineering,5698,4422,16
2674,1703.64,Bergstrom and Sons,17-03-15,Product Management,4519,327,1
2675,3956,Berge-Stamm,07-05-16,Accounting,2194,4558,2
2676,4584.77,Gusikowski Baumbach and Brekke,21/04/2017,Support,1297,2098,5
2677,1543.72,Hettinger LLC,05-08-14,Research and Development,1516,1137,9
2678,4141.86,Macejkovic Inc,20-02-14,Marketing,1859,4605,7
2679,1134.17,Hamill-Ebert,24-07-15,Marketing,3228,1619,6
2680,189.46,Funk Inc,21-02-16,Research and Development,3484,3091,10
2681,1176.11,Kulas Inc,19-03-18,Legal,1365,3741,11
2682,2879.16,Rolfson Terry and Crist,15/02/2017,Product Management,1699,2370,12
2683,841.96,Bernier Inc,21-07-16,Legal,5200,380,15
2684,2248.43,Wolff-Batz,03-11-16,Sales,1960,159,4
2685,942.19,Herman-Pagac,06-05-17,Research and Development,5902,1747,3
2686,3866.85,Halvorson Walker and Lebsack,16/12/2016,Support,909,4048,12
2687,1250.47,Senger-McLaughlin,26-11-17,Legal,2496,2207,11
2688,4045.52,Runte-Ferry,05-09-17,Research and Development,3490,2290,6
2689,2167.71,Lindgren-Heathcote,28-05-13,Training,2356,353,14
2690,4380.44,Gusikowski LLC,07-11-14,Research and Development,626,849,13
2691,2926.95,Lynch Group,22-11-16,Human Resources,4913,3992,16
2692,278.77,Weissnat Group,11-12-16,Product Management,5041,3062,9
2693,2814.81,Gorczany Inc,09-02-17,Services,4565,3349,14
2694,2803.0,Rodriguez Gleason and Connelly,15/08/2016,Product Management,2879,589,4
2695,4363.56,McClure Shanahan and Upton,11/10/2016,Accounting,2267,3536,1
2696,1757.59,Fritsch-Weissnat,09-12-17,Support,5717,4068,3
2697,3033.96,Bechtelar Quitzon and Crona,24/05/2017,Training,2621,4879,9
2698,2002.62,Gleichner-Reichel,07-07-16,Marketing,3974,4396,7
2699,3968.66,Reinger LLC,21-12-14,Business Development,2876,554,9
2700,3943.17,Harber Johnston and Green,17/08/2016,Engineering,1245,3438,8
2701,1934.41,Gerhold Kunze and Cormier,06/05/2018,Product Management,3139,4253,15
2702,4191.21,Gibson Pagac and Towne,17/02/2017,Marketing,1790,2812,10
2703,968.06,Lueilwitz Mitchell and Bauch,16/07/2015,Human Resources,3817,3734,13
2704,3887.68,Sporer Group,27-02-16,Support,1476,1093,1
2705,886.6,Friesen-Ernser,02-07-14,Accounting,3303,1986,12
2706,1891.65,Corwin-Grady,12-03-18,Business Development,3140,1570,13
2707,2061.05,Nolan Group,08-07-13,Marketing,809,2792,6
2708,1137.1,Runolfsdottir Hoeger and Windler,05/03/2015,Training,1094,3765,1
2709,77.32,Lowe-Robel,17-09-14,Accounting,3003,4911,7
2710,2182.34,Schultz-Marvin,16-10-13,Support,4411,3035,12
2711,2158.44,Koelpin Sawayn and Little,26/05/2013,Support,5538,1266,8
2712,2169.02,Hirthe and Sons,06-07-15,Human Resources,3410,2831,7
2713,1530.43,Boyer and Sons,17-07-15,Training,887,3998,14
2714,55.62,Ryan-Kutch,02-08-17,Product Management,455,2323,7
2715,3970.95,Okuneva Bradtke and Grant,21/12/2017,Product Management,2976,138,2
2716,4637.3,Anderson LLC,29-12-14,Human Resources,3943,870,3
2717,3181.68,Dare Kunde and Morar,27/06/2017,Engineering,2039,4795,15
2718,4979.53,Stokes and Sons,28-05-14,Legal,1552,4707,10
2719,1960.4,Jast Inc,06-08-16,Services,4204,713,1
2720,2890.14,Gislason Group,19-10-14,Business Development,5974,72,15
2721,1156.66,Robel Stark and Marks,30/01/2014,Human Resources,5305,1043,13
2722,1591.11,Turcotte-Stark,17-01-18,Engineering,4837,1345,12
2723,2222.3,Murazik Thompson and Oberbrunner,20/12/2014,Research and Development,1951,3680,1
2724,1035.05,Schultz-Powlowski,02-07-16,Sales,2775,3004,13
2725,4679.41,Schaefer Nicolas and Streich,17/11/2017,Human Resources,4799,3631,5
2726,2972.03,Bernhard-Ankunding,02-12-16,Engineering,2374,1409,5
2727,4564.53,Feest Inc,06-08-17,Research and Development,1634,288,4
2728,300.78,Rowe and Sons,21-09-15,Human Resources,1768,1695,2
2729,1881.35,Glover-O'Keefe,07-04-16,Training,320,1759,11
2730,1447.74,Luettgen-Stamm,12-03-16,Human Resources,2704,444,4
2731,4582.44,Altenwerth-Kuvalis,18-01-15,Engineering,5729,4247,3
2732,394.77,Cummings Schmidt and Keebler,04/05/2014,Support,5941,2785,1
2733,1610.79,Wunsch and Sons,17-01-18,Engineering,1751,2981,11
2734,3916.84,Auer Watsica and Hermann,28/01/2014,Product Management,1691,1869,14
2735,3147.84,Greenholt Nolan and Becker,15/05/2014,Sales,359,620,11
2736,2291.37,Von LLC,20-05-17,Business Development,2889,595,13
2737,3039.78,Powlowski Welch and Labadie,17/07/2014,Product Management,4059,1107,1
2738,629.15,Wisoky Schowalter and Muller,04/03/2014,Support,2076,616,14
2739,81.69,Rogahn-Huels,03-02-16,Business Development,5360,3192,15
2740,2132.62,Kozey and Sons,08-01-16,Human Resources,887,1087,9
2741,1841.49,Champlin Watsica and Reinger,21/03/2017,Services,3112,1247,4
2742,4396.84,Langosh and Sons,14-09-16,Product Management,2327,2303,10
2743,1094.96,Grimes Group,25-07-17,Accounting,5603,2663,7
2744,1741.4,Weber Group,24-10-15,Sales,2115,458,16
2745,3096.82,Collins Inc,22-12-16,Legal,2017,2532,7
2746,2122.01,Moore Pollich and Morissette,13/02/2018,Support,2120,75,3
2747,1490.4,Ferry Conn and Collins,19/11/2017,Marketing,3420,4785,11
2748,221.44,Kertzmann-Prosacco,01-05-18,Legal,2337,943,13
2749,1893.84,Okuneva Inc,09-03-18,Support,983,2402,4
2750,1053.56,Frami LLC,14-07-16,Training,4582,4113,7
2751,4304.62,Mohr-Schaefer,21-04-14,Research and Development,1607,2031,9
2752,329.88,Schowalter-Conn,02-04-15,Marketing,3083,192,11
2753,2698.86,Lueilwitz Hessel and Sauer,13/04/2017,Business Development,3547,669,5
2754,3304.7,Terry LLC,07-02-16,Training,2569,994,1
2755,808.08,O'Conner-Bernhard,09-11-14,Marketing,2850,2650,14
2756,850.25,Jacobs-Hand,04-11-15,Human Resources,4325,1654,12
2757,334.18,Ferry Barrows and O'Hara,30/09/2017,Accounting,3618,3230,5
2758,3960.64,Abernathy-Gusikowski,17-06-15,Business Development,3027,1343,3
2759,2131.4,Fadel Group,12-01-18,Marketing,5264,1080,8
2760,3236.51,Beatty Keebler and Corkery,28/05/2014,Legal,4807,2071,9
2761,4929.99,Kirlin Connelly and Osinski,09/11/2017,Research and Development,4236,4023,9
2762,4396.57,Bauch Corwin and Murphy,02/08/2017,Marketing,2827,3457,1
2763,271.97,Padberg Crooks and Watsica,13/06/2017,Business Development,5500,4048,4
2764,3703.5,Hagenes Glover and Padberg,31/10/2016,Human Resources,2588,882,16
2765,1497.85,Thiel Group,13-10-14,Legal,2331,3886,15
2766,3814.14,Davis-Schumm,26-04-16,Human Resources,2578,4234,1
2767,3281.62,DuBuque-King,25-12-13,Human Resources,1058,4451,6
2768,752.52,Stoltenberg Brakus and Langworth,29/04/2016,Business Development,2344,393,14
2769,3647.61,Mraz Group,23-05-14,Product Management,3502,3279,12
2770,4906.81,Yost Yundt and Ondricka,24/11/2016,Marketing,2788,1209,13
2771,3301.93,Rutherford Inc,24-08-13,Marketing,4039,1397,12
2772,182.94,Conroy LLC,03-09-15,Research and Development,1615,3359,4
2773,1930.41,Sauer Aufderhar and Dibbert,27/12/2014,Engineering,5190,3554,13
2774,2037.88,Collins-Kuhic,14-03-18,Accounting,1712,2712,16
2775,2537.74,Huel-Ebert,05-07-14,Marketing,1017,1038,16
2776,4257.29,Schuppe Group,03-10-14,Research and Development,2739,2605,16
2777,2183.44,Labadie and Sons,12-05-18,Human Resources,4408,3278,9
2778,3028.01,Adams-Weimann,10-06-17,Sales,3726,2395,3
2779,1654.92,Hirthe-Purdy,23-09-14,Training,5836,673,5
2780,916.92,Goyette Quitzon and Gleichner,20/08/2013,Business Development,2083,2440,5
2781,4884.13,Daugherty-Borer,07-09-15,Sales,2217,115,2
2782,3801.85,Miller Dooley and Lockman,10/07/2013,Human Resources,4903,241,15
2783,2376.62,Herman and Sons,05-03-14,Product Management,5367,2929,12
2784,4931.87,Kertzmann and Sons,24-08-17,Support,4290,3095,16
2785,918.02,Bashirian and Sons,30-07-16,Engineering,5013,1963,7
2786,4324.14,Huel and Sons,30-10-15,Accounting,3160,2990,2
2787,1622.72,Stark Inc,27-01-14,Marketing,4202,2106,10
2788,548.46,Jast and Sons,07-02-18,Support,4719,3992,10
2789,4944.56,Lebsack-Crona,27-08-17,Business Development,4782,4310,16
2790,1340.39,Robel and Sons,09-01-14,Engineering,1436,3984,16
2791,1278.47,Klocko Inc,08-02-17,Marketing,4893,3874,14
2792,3180.92,Ryan LLC,04-12-15,Support,3664,3924,8
2793,864.39,Farrell-Goodwin,25-04-18,Human Resources,1619,4864,16
2794,3743.96,Rath Group,06-12-17,Business Development,5029,11,14
2795,2371.16,Durgan and Sons,20-09-14,Training,250,1415,2
2796,3932.76,Crona-Beier,11-04-18,Training,1234,2827,5
2797,2018.03,Rath-Rodriguez,10-10-15,Services,1215,1020,4
2798,1720.97,Kulas Inc,04-11-14,Legal,1315,216,11
2799,3900.33,Kulas Inc,29-12-16,Support,5050,3487,4
2800,3407.91,Will Group,18-10-14,Business Development,2752,1220,11
2801,301.08,Oberbrunner Group,04-03-17,Legal,5299,2672,1
2802,4059.67,Dicki-Wisozk,03-01-14,Legal,1460,1498,4
2803,3533.97,Nicolas Group,31-01-18,Marketing,4531,3173,10
2804,3716.79,Eichmann Wintheiser and Raynor,07/05/2014,Marketing,1067,4466,8
2805,4910.58,Maggio O'Conner and McCullough,19/09/2013,Training,3161,1739,12
2806,4883.47,Lindgren Reichert and Nader,26/12/2013,Engineering,2817,2061,6
2807,130.34,Ziemann LLC,26-12-17,Engineering,1388,2417,4
2808,3126.56,Mayer-Anderson,30-05-14,Support,2083,795,4
2809,4323,Kshlerin-Moore,06-05-15,Services,4015,3113,12
2810,662.75,Auer Group,02-10-16,Accounting,3995,56,8
2811,3798.76,Considine-Upton,06-05-15,Business Development,5361,4911,8
2812,4914.23,Jones Group,16-07-13,Research and Development,746,1963,9
2813,3256.37,Parker-Turcotte,13-07-17,Legal,4307,3407,15
2814,4950.52,Russel Kub and Zulauf,24/06/2015,Business Development,4817,458,5
2815,4130.25,Stark LLC,27-05-13,Accounting,4888,4887,4
2816,1936.53,Zboncak Prohaska and Ullrich,01/09/2015,Human Resources,3742,4251,16
2817,4329.43,Vandervort-Renner,01-08-17,Human Resources,5797,1233,3
2818,3268.63,Pfeffer-Wilkinson,31-05-14,Legal,5941,150,2
2819,421.61,Rutherford LLC,14-05-18,Accounting,3051,2928,8
2820,957.79,Jacobi Powlowski and Fadel,26/02/2015,Research and Development,1032,4329,8
2821,64.58,Collins Group,28-03-18,Support,5326,719,13
2822,1158.68,Heathcote-Wisoky,06-06-17,Sales,3664,3583,4
2823,3806.74,Gaylord Huel and Swift,18/05/2018,Services,4297,1033,16
2824,4930.25,Haag-O'Hara,11-07-17,Product Management,4686,945,15
2825,4114.58,Heathcote-Ruecker,13-11-16,Research and Development,5160,1783,13
2826,1235.23,Hudson-Mann,06-05-16,Support,4368,569,8
2827,4703.94,Hagenes LLC,20-07-16,Accounting,457,4259,14
2828,2612.09,Swift Greenfelder and Sanford,20/12/2014,Marketing,43,2174,14
2829,3692.51,Olson-Schuster,22-08-16,Business Development,124,4311,15
2830,4502.9,Bednar Group,10-03-15,Sales,1748,3178,7
2831,2478.22,Blanda-Ryan,18-04-14,Accounting,3841,3420,2
2832,4316.78,O'Kon Casper and Cole,23/07/2014,Research and Development,2370,319,7
2833,1393.79,Medhurst and Sons,27-10-17,Research and Development,2790,3773,3
2834,3738.05,Green and Sons,06-08-13,Engineering,711,3343,3
2835,2674.45,Eichmann Inc,21-01-18,Marketing,1437,2679,7
2836,3814.28,Torphy Krajcik and Reilly,27/11/2014,Services,2452,3439,12
2837,1965.7,Boehm and Sons,24-09-13,Support,1360,2985,6
2838,4111.41,Roberts Frami and Boyle,11/07/2017,Research and Development,3888,3119,15
2839,543.1,Langosh Inc,24-02-15,Product Management,1530,1532,16
2840,1496.73,McGlynn Group,06-12-17,Business Development,3865,1878,15
2841,3593.51,Halvorson-Hills,02-07-16,Legal,5755,2767,4
2842,1648.65,Brekke LLC,10-02-15,Marketing,1076,3716,11
2843,4129.13,Collier-Lindgren,12-01-16,Services,1776,1033,11
2844,1975.48,Gorczany Shields and Stehr,02/08/2016,Engineering,1297,4044,6
2845,4187.94,Gaylord-Breitenberg,18-03-16,Training,4710,2514,7
2846,2702.92,Stokes-Johns,15-05-15,Support,2009,4354,7
2847,33.49,Turcotte-Greenholt,15-08-14,Research and Development,512,118,3
2848,3311.58,Hettinger LLC,16-12-15,Support,2674,1634,14
2849,260.88,Breitenberg-Green,08-04-17,Training,3163,3246,15
2850,1489.12,Stiedemann Group,02-07-15,Product Management,935,215,10
2851,2925.24,Nicolas and Sons,04-05-17,Marketing,5001,1326,5
2852,2328.04,Stehr Inc,17-06-16,Training,3354,239,3
2853,3925.52,DuBuque Group,30-12-15,Sales,5904,738,4
2854,1665.51,Schaden Homenick and Buckridge,14/12/2014,Product Management,1039,3205,14
2855,78.48,Rowe Sporer and Lebsack,02/02/2016,Product Management,29,3271,10
2856,4975.26,Olson-Sanford,18-05-18,Business Development,4588,1681,4
2857,713.1,Moore O'Conner and Daniel,21/11/2014,Services,1442,1411,7
2858,4934.17,Mayer Lubowitz and Labadie,26/01/2017,Support,2896,2716,3
2859,4080.24,Legros Inc,04-12-17,Product Management,1602,1918,13
2860,2882.71,Hessel-Bashirian,23-06-17,Support,1001,1802,11
2861,3578.87,Mertz-Simonis,20-02-17,Sales,5016,1679,4
2862,2660.7,Roob Considine and McKenzie,02/08/2015,Engineering,2565,1748,2
2863,2215.69,Mohr-Renner,23-07-16,Accounting,4310,3061,6
2864,1306.46,Cronin Haley and Wunsch,15/03/2016,Product Management,1170,1916,3
2865,4551.24,Rohan-Ernser,03-09-13,Product Management,5085,3951,10
2866,443.51,Streich Witting and Murazik,13/02/2015,Legal,3136,1976,7
2867,162.74,Reichel Kohler and Hand,06/04/2016,Support,5650,1939,9
2868,3318.41,Cronin-Rowe,02-06-17,Marketing,60,2540,9
2869,2970.14,Schamberger and Sons,16-10-16,Services,2300,1932,8
2870,2849.81,Kessler Hickle and Bruen,21/12/2015,Engineering,1832,3775,15
2871,3281.48,Dicki LLC,02-12-17,Legal,1327,4307,12
2872,1707.02,Sanford and Sons,19-02-17,Sales,3604,769,8
2873,4012.08,Gusikowski and Sons,13-11-14,Human Resources,3633,2725,11
2874,2936.91,Murray-O'Keefe,31-10-14,Business Development,1972,2479,14
2875,4018.36,Ankunding Ortiz and Lockman,13/12/2017,Accounting,3480,4871,14
2876,3471.24,Schaefer-Bogan,09-09-17,Research and Development,1280,179,9
2877,4629.8,Beer-Koss,31-07-17,Services,1954,1142,1
2878,3194.37,Crona Schneider and Block,27/11/2016,Marketing,469,4383,5
2879,4914.98,Pouros-Yundt,07-02-16,Support,4102,609,13
2880,2387.24,Stark-Lemke,17-09-13,Engineering,5945,365,11
2881,2828.76,Bauch Hettinger and Ankunding,20/04/2016,Accounting,312,1902,11
2882,256.82,Zemlak Bosco and Sporer,16/06/2016,Engineering,4639,2294,2
2883,3680.99,Stanton-Prohaska,23-09-16,Training,1833,3502,6
2884,4238.25,Roob-Howell,03-10-13,Sales,2754,3385,3
2885,163.93,Sauer-Feil,01-09-15,Marketing,2644,4318,5
2886,2069.45,Kutch Reinger and Wehner,11/01/2017,Product Management,1936,3265,10
2887,2700.76,Jacobs LLC,14-05-17,Accounting,32,2469,5
2888,4130.22,Dibbert-Metz,14-09-13,Training,5106,1741,8
2889,898.42,Russel Denesik and Kirlin,03/03/2017,Human Resources,2142,3306,4
2890,4296.85,Goldner Muller and Wyman,09/10/2014,Sales,376,1306,10
2891,4099.56,Dach LLC,09-10-13,Accounting,448,906,8
2892,1001.88,Jacobs-Lockman,20-08-16,Legal,2595,1428,4
2893,4673.5,Gibson Jast and Weber,12/03/2014,Accounting,4244,1220,11
2894,4429.88,Roob Reilly and Barton,24/07/2013,Accounting,245,403,11
2895,1148.11,Roberts Adams and Ullrich,11/01/2015,Product Management,3481,380,4
2896,4086.17,Larkin Group,08-11-14,Services,460,4397,9
2897,1896.62,Hansen Group,27-10-13,Accounting,751,4606,14
2898,4083.03,Turner-Abbott,15-11-15,Accounting,4288,1952,16
2899,3443.69,Romaguera-Little,18-12-15,Sales,1812,1523,6
2900,1433.73,Cummings Group,04-11-16,Business Development,980,4852,10
2901,1634.57,White-Parisian,09-12-17,Marketing,5650,4060,5
2902,421.37,Aufderhar-Beatty,17-01-16,Engineering,3431,1786,11
2903,3845.3,Zemlak-O'Keefe,01-01-15,Training,4818,2045,3
2904,3626.73,Stanton Luettgen and Murray,18/10/2016,Training,2349,897,9
2905,2735.49,Hessel-Friesen,15-02-15,Research and Development,4337,847,16
2906,2498.18,Heidenreich Batz and Sauer,28/07/2013,Human Resources,3092,2263,5
2907,3296.25,Hirthe Wehner and Farrell,03/07/2016,Services,4195,2524,5
2908,2256.84,Flatley-Paucek,08-08-15,Marketing,5292,7,11
2909,4068.48,Casper Schuster and Walker,03/03/2016,Human Resources,3196,101,5
2910,3285.19,White Quigley and Ernser,03/07/2014,Business Development,4264,3389,2
2911,2533.47,Von Group,07-07-17,Human Resources,5107,2626,15
2912,3107.05,Wolff Jakubowski and Gleichner,02/07/2016,Marketing,2970,3590,10
