id,Tipo,Nombre,Ubicacion,Descripcion,Costo,MinimoPeriodo
2709,HabitacionUniversitaria,468,Brown,McGlynn-Ortiz,669.56,1
2710,HabitacionHotel,991,Longview,Shields Group,696.66,180
2711,HabitacionVivienda,504,Summer Ridge,O'Conner, Turner and Strosin,833.13,60
2712,HabitacionVivienda,39,Manufacturers,Corwin-Pollich,411.42,1
2713,HabitacionHostal,589,Comanche,Aufderhar and Sons,738.98,60
2714,Vivienda,772,Meadow Valley,Rodriguez, Crist and Kirlin,767.84,30
2715,Apartamento,100,Menomonie,VonRueden, Corkery and Morar,988.94,30
2716,HabitacionHotel,789,Warner,Brekke, Herzog and Hudson,280.99,180
2717,Vivienda,302,Larry,Bode, Haley and Dickinson,395.76,180
2718,HabitacionHostal,671,Bayside,Hettinger LLC,636.35,60
2719,HabitacionHostal,851,Holmberg,Ortiz, Wintheiser and Stroman,822.78,60
2720,HabitacionHotel,437,School,Vandervort and Sons,194.19,60
2721,HabitacionUniversitaria,212,Pepper Wood,Ryan, Gislason and Pacocha,267.7,60
2722,Apartamento,877,Pennsylvania,Jacobs-Spinka,469.21,30
2723,HabitacionHotel,745,Orin,Vandervort, Bayer and Raynor,977.97,60
2724,HabitacionVivienda,268,Spenser,Littel, O'Kon and Durgan,872.75,1
2725,HabitacionVivienda,989,Esker,Collins Group,826.74,60
2726,Vivienda,892,Moland,Davis-Hintz,152.05,1
2727,Vivienda,960,Ramsey,Ondricka and Sons,647.0,180
2728,HabitacionHostal,141,Butternut,Legros-McCullough,322.92,60
2729,HabitacionUniversitaria,788,Bobwhite,Bruen-Stroman,838.39,180
2730,Apartamento,131,Beilfuss,Gerhold-Wyman,702.31,60
2731,Vivienda,685,Steensland,Roberts-Wisozk,701.24,180
2732,Apartamento,53,Banding,Wolff LLC,5.45,1
2733,HabitacionUniversitaria,834,School,Ledner-Collins,715.74,180
2734,HabitacionUniversitaria,922,Maple Wood,Nicolas, Russel and Ankunding,559.93,1
2735,HabitacionHotel,626,Fuller,Lockman-Mraz,708.15,60
2736,Vivienda,40,Twin Pines,Macejkovic, Bruen and Watsica,768.32,60
2737,Vivienda,420,Hauk,Streich and Sons,719.02,1
2738,HabitacionVivienda,272,Petterle,Hilll and Sons,5.42,30
2739,Apartamento,44,Sage,Simonis, Schroeder and Monahan,386.01,1
2740,HabitacionUniversitaria,461,Reinke,Reichel and Sons,402.71,60
2741,HabitacionHostal,98,Karstens,Douglas Inc,124.11,180
2742,HabitacionHotel,324,Corry,Bailey, Rolfson and Pfeffer,13.67,1
2743,Vivienda,455,Kennedy,Mueller, Casper and Vandervort,568.15,180
2744,HabitacionVivienda,815,Golden Leaf,Ullrich, Bogan and Maggio,53.01,1
2745,HabitacionVivienda,11,Kensington,Bruen-Kuvalis,379.24,180
2746,HabitacionVivienda,861,Blue Bill Park,Howe Group,676.67,1
2747,Apartamento,782,Spohn,Huels and Sons,82.89,60
2748,HabitacionHostal,466,Truax,Hyatt, O'Reilly and Funk,364.39,30
2749,Vivienda,803,Killdeer,Rau-Gibson,882.79,60
2750,HabitacionVivienda,525,American Ash,Zboncak-Mante,977.76,30
2751,Vivienda,666,Coolidge,Dibbert Group,284.32,1
2752,HabitacionHotel,754,Moose,Beier-Daniel,991.35,180
2753,Apartamento,474,Crest Line,Fisher-Skiles,438.73,30
2754,HabitacionUniversitaria,351,Ludington,Ruecker, Murazik and Shanahan,1.53,180
2755,Vivienda,184,Orin,Wehner Group,506.98,30
2756,Vivienda,235,Roth,Kessler-Ratke,308.52,60
2757,HabitacionVivienda,635,Kensington,Heaney, Schinner and Waters,644.69,180
2758,Vivienda,535,Carioca,Rogahn, Wuckert and Hills,625.08,180
2759,HabitacionHostal,395,Blackbird,Farrell Inc,6.59,1
2760,HabitacionVivienda,593,Cottonwood,Jaskolski, Pacocha and Heller,990.96,1
2761,Apartamento,906,Glacier Hill,Wiza, Cummerata and Zboncak,821.87,180
2762,Vivienda,298,Sycamore,Boehm-Nicolas,82.57,60
2763,Apartamento,569,Talmadge,Hahn, Howell and Bruen,187.53,1
2764,HabitacionUniversitaria,964,Green,Denesik-Christiansen,683.86,30
2765,HabitacionHostal,879,Barby,Hamill, Jacobs and Casper,756.44,1
2766,HabitacionHostal,997,Green Ridge,Dicki, Russel and Ernser,703.11,180
2767,HabitacionUniversitaria,581,Talisman,Leannon-Torp,44.29,30
2768,HabitacionVivienda,476,Anhalt,Eichmann, Lang and Murphy,321.32,60
2769,HabitacionVivienda,130,Anthes,Williamson, Konopelski and Gleichner,443.95,180
2770,HabitacionUniversitaria,822,Hayes,Mann-Wehner,371.39,1
2771,Vivienda,980,Chinook,Schneider Group,818.77,60
2772,Vivienda,177,Alpine,Fay, Jenkins and Wuckert,160.05,60
2773,Apartamento,545,Delaware,Yost and Sons,538.5,60
2774,Vivienda,914,Bartelt,Lockman, Kassulke and Doyle,688.72,60
2775,HabitacionHostal,778,Lake View,Hyatt Group,786.15,60
2776,Vivienda,806,Bayside,Marquardt-Bogan,337.17,180
2777,HabitacionUniversitaria,975,Manley,Klein LLC,32.26,30
2778,Vivienda,17,Blackbird,Oberbrunner, Hand and Abshire,754.27,30
2779,HabitacionHostal,60,Oak,Reilly-Graham,140.26,1
2780,Apartamento,904,Trailsway,Shields LLC,419.63,30
2781,HabitacionUniversitaria,127,Continental,Pagac and Sons,867.03,60
2782,HabitacionVivienda,381,Darwin,Larkin Inc,490.4,180
2783,HabitacionVivienda,871,Stuart,Kemmer Inc,914.43,180
2784,HabitacionHotel,890,Hooker,Cruickshank-Senger,634.32,180
2785,HabitacionUniversitaria,128,Norway Maple,Nitzsche, Stark and Ebert,829.8,1
2786,HabitacionHostal,379,Clarendon,Stokes Group,591.39,1
2787,HabitacionHotel,743,Stoughton,Marquardt Inc,275.36,180
2788,HabitacionHostal,157,Sutteridge,Wilderman Group,715.92,30
2789,Vivienda,32,Bellgrove,Blanda-Wolf,769.53,1
2790,HabitacionUniversitaria,978,Homewood,Mosciski-Funk,695.55,1
2791,Vivienda,476,Petterle,Kuhn-Russel,264.48,1
2792,HabitacionHotel,424,Westridge,Ferry, Rosenbaum and Bosco,648.65,60
2793,HabitacionVivienda,502,Golf Course,Dibbert-Deckow,504.36,60
2794,HabitacionUniversitaria,408,Rusk,Ankunding-Johns,299.68,60
2795,HabitacionVivienda,41,Briar Crest,Kessler, Bosco and Eichmann,225.02,180
2796,HabitacionVivienda,683,Green,Padberg Inc,202.83,30
2797,HabitacionUniversitaria,692,Charing Cross,Miller, Bartell and Gottlieb,382.42,1
2798,Apartamento,117,American Ash,Koch-Mueller,723.13,180
2799,Vivienda,12,Tomscot,Emard and Sons,540.98,60
2800,HabitacionHostal,965,Green Ridge,Mitchell-Weimann,973.14,1
2801,HabitacionUniversitaria,144,Schmedeman,Mosciski-Jacobi,472.35,60
2802,HabitacionVivienda,968,Farwell,Brekke Inc,476.54,180
2803,HabitacionUniversitaria,218,Carpenter,Considine, Schamberger and Koch,727.35,60
2804,HabitacionUniversitaria,10,Hansons,Ledner, Tremblay and Boyle,974.74,180
2805,HabitacionHotel,867,Mariners Cove,Deckow and Sons,672.55,180
2806,HabitacionHotel,208,Hansons,Stracke Group,295.93,30
2807,HabitacionVivienda,664,Wayridge,Fay-Littel,120.69,60
2808,HabitacionHotel,573,Mesta,Bogan LLC,28.09,180
2809,Apartamento,628,Westridge,Swaniawski, Stanton and Bailey,742.63,60
2810,Vivienda,970,Charing Cross,Gleason, Johnston and Bins,942.93,30
2811,Vivienda,889,Cambridge,Franecki, Howell and Nolan,456.89,30
2812,HabitacionVivienda,591,Reinke,Herman and Sons,419.19,180
2813,Vivienda,602,Anzinger,Kessler, Doyle and Cronin,332.05,180
2814,Apartamento,406,Bartelt,McCullough, Ziemann and Russel,365.93,30
2815,HabitacionUniversitaria,236,Drewry,Kilback-Gottlieb,595.15,1
2816,HabitacionHostal,391,Eastlawn,Ondricka and Sons,217.02,180
2817,HabitacionHostal,11,Independence,Bernhard Inc,877.17,1
2818,Apartamento,883,Hoepker,Hirthe Inc,272.81,60
2819,HabitacionVivienda,651,Spenser,Haag, O'Conner and Rempel,794.33,180
2820,HabitacionHostal,437,Bultman,Stiedemann Group,460.23,30
2821,Apartamento,236,Milwaukee,Legros, Weber and Nikolaus,594.05,1
2822,HabitacionHotel,180,Pawling,Daugherty, Romaguera and Halvorson,228.04,1
2823,Apartamento,441,Nancy,Leuschke, D'Amore and Kunde,720.33,1
2824,HabitacionUniversitaria,721,Brentwood,Schumm, Barrows and Kassulke,527.55,60
2825,Apartamento,776,Harbort,Frami-Nolan,376.79,60
2826,HabitacionVivienda,955,Ridge Oak,Welch, Ebert and Turcotte,571.69,60
2827,HabitacionHotel,184,Colorado,Emard LLC,46.35,30
2828,Vivienda,308,Walton,Rippin-Leffler,584.62,180
2829,HabitacionHotel,686,Fair Oaks,Larkin-Reilly,664.88,60
2830,HabitacionHostal,728,Gulseth,Shanahan, Jaskolski and Ondricka,961.66,30
2831,HabitacionHotel,228,Algoma,Altenwerth, Larkin and Nolan,599.05,180
2832,HabitacionHostal,673,Hansons,Pollich Group,494.86,180
2833,HabitacionHostal,674,Harper,Gerhold and Sons,803.26,60
2834,Vivienda,641,Erie,Schaefer, Reinger and Jenkins,357.57,30
2835,Vivienda,26,Vahlen,Corwin-Howell,561.81,1
2836,Vivienda,676,Linden,Harris, Leffler and Konopelski,209.02,1
2837,HabitacionHostal,61,Washington,Rempel and Sons,821.99,180
2838,HabitacionVivienda,117,Crownhardt,Bahringer-Herzog,935.74,60
2839,Vivienda,726,Gateway,Macejkovic, Schmitt and Bartoletti,72.4,1
2840,Apartamento,804,Eagan,Crist-Abernathy,605.34,1
2841,Apartamento,132,East,Crooks Group,870.67,1
2842,Apartamento,460,Granby,Marks, Rohan and Graham,51.27,60
2843,Apartamento,52,Lunder,Roberts, Prohaska and VonRueden,716.56,1
2844,HabitacionUniversitaria,166,Russell,Bednar Inc,738.75,60
2845,Apartamento,642,Farwell,Murphy, King and Connelly,756.8,30
2846,HabitacionVivienda,8,7th,Trantow-Mosciski,575.37,180
2847,Apartamento,825,Petterle,Farrell and Sons,285.11,180
2848,HabitacionHotel,840,Memorial,Ullrich-Larkin,852.86,60
2849,HabitacionHotel,616,Di Loreto,Sawayn-Doyle,757.25,30
2850,Apartamento,184,Fremont,Stracke Group,954.31,60
2851,HabitacionHotel,233,Paget,Kshlerin and Sons,268.35,1
2852,HabitacionVivienda,211,Hallows,Miller Inc,959.9,60
2853,HabitacionVivienda,934,Loomis,McDermott, McKenzie and Jacobson,369.35,180
2854,Apartamento,589,Goodland,MacGyver and Sons,577.87,30
2855,Apartamento,791,Forest Dale,Fritsch-Gusikowski,684.74,60
2856,HabitacionUniversitaria,863,Mendota,Weissnat-Emard,496.53,30
2857,HabitacionHotel,702,Roxbury,Zboncak Group,104.22,30
2858,HabitacionHostal,29,Morrow,Ledner, Schamberger and Flatley,153.77,30
2859,Vivienda,463,Katie,Wintheiser-Hilpert,170.9,60
2860,HabitacionHotel,243,Victoria,Kemmer, Bashirian and Roob,885.3,30
2861,Apartamento,735,Pine View,Haley Group,608.12,180
2862,HabitacionVivienda,968,Cottonwood,VonRueden, Weimann and Marquardt,390.59,60
2863,HabitacionUniversitaria,197,Browning,Russel-Welch,388.82,1
2864,Vivienda,240,La Follette,Batz Inc,255.96,180
2865,HabitacionUniversitaria,231,Gerald,Reinger-Hane,658.97,180
2866,Apartamento,53,Mitchell,Legros-Mitchell,855.94,1
2867,HabitacionUniversitaria,888,Marquette,Huel, Tillman and Kub,662.94,60
2868,HabitacionHotel,271,Hovde,Runolfsson-Williamson,774.57,30
2869,Apartamento,203,Shopko,Graham, Grimes and Crooks,987.08,1
2870,HabitacionHostal,812,Waywood,Gorczany, Ritchie and Bradtke,8.25,30
2871,Apartamento,194,6th,Witting, Deckow and Wiegand,970.63,1
2872,HabitacionVivienda,941,Namekagon,Kessler-Leffler,562.91,60
2873,HabitacionHotel,447,Golden Leaf,Veum, Thompson and Ziemann,627.46,60
2874,HabitacionVivienda,637,Glendale,Roberts Group,577.14,30
2875,HabitacionVivienda,402,Ruskin,Thiel-Skiles,916.06,30
2876,HabitacionHotel,735,Tony,Price, Gulgowski and Nienow,572.64,60
2877,HabitacionHotel,900,Lien,Schmeler, Kutch and Jerde,13.71,1
2878,HabitacionVivienda,824,Scoville,Mills and Sons,40.34,1
2879,HabitacionUniversitaria,440,Grim,Reinger, O'Reilly and Kutch,578.21,1
2880,HabitacionVivienda,571,Heffernan,Hirthe, Nolan and Veum,404.39,1
2881,HabitacionHotel,684,Pond,Johnson, Brakus and Lindgren,269.54,1
2882,HabitacionHostal,691,Cambridge,Rempel LLC,881.46,30
2883,HabitacionHostal,404,Barnett,Wolff and Sons,225.49,30
2884,HabitacionHotel,387,Loftsgordon,Langosh-Smitham,7.6,30
2885,Vivienda,448,Tennessee,Boehm Inc,749.46,60
2886,Apartamento,10,Killdeer,O'Reilly-Stiedemann,709.62,1
2887,HabitacionHostal,840,Union,King, Cole and Brekke,974.35,180
2888,HabitacionHostal,825,Buell,Zulauf, Zieme and Wiegand,653.79,1
2889,HabitacionHotel,637,Killdeer,Gutkowski, Leffler and Weissnat,915.69,1
2890,HabitacionHostal,54,Ludington,Ankunding-Schamberger,654.22,60
2891,HabitacionUniversitaria,207,Surrey,Romaguera-Wyman,819.93,1
2892,HabitacionHostal,745,Warrior,Lebsack-Paucek,369.13,1
2893,HabitacionUniversitaria,713,Namekagon,Haley LLC,44.8,180
2894,Vivienda,998,Russell,Reichert, Dare and Beatty,759.55,30
2895,Vivienda,466,Lakewood,Tromp Group,120.56,60
2896,HabitacionVivienda,365,Browning,Kihn LLC,608.58,30
2897,Apartamento,293,Express,Green Group,515.31,1
2898,Apartamento,137,Novick,Legros and Sons,727.97,1
2899,HabitacionHotel,228,Pawling,Mante Inc,744.35,30
2900,Apartamento,602,Helena,Corwin LLC,254.56,60
2901,HabitacionHostal,426,Packers,Flatley and Sons,194.94,30
2902,HabitacionUniversitaria,264,Express,Rosenbaum-Steuber,93.67,180
2903,Apartamento,358,Hayes,Gorczany Inc,630.65,30
2904,HabitacionUniversitaria,980,Merchant,Shields Group,32.72,30
2905,Vivienda,583,Sloan,Ward Inc,341.61,180
2906,HabitacionVivienda,942,Clemons,Gottlieb, O'Connell and Yost,101.59,180
2907,Vivienda,841,Bowman,Collier-Dietrich,146.93,60
2908,Apartamento,861,Darwin,Hettinger-Ondricka,30.38,1
2909,HabitacionHostal,882,Judy,Heidenreich-Terry,288.1,1
2910,HabitacionHostal,406,Marquette,Carroll-Green,503.1,1
2911,HabitacionVivienda,742,Clove,Daniel-Howe,174.73,30
2912,HabitacionHostal,600,Esker,Berge-Stoltenberg,560.72,180
2913,Apartamento,45,Fremont,Glover LLC,608.82,1
2914,Apartamento,536,Crowley,Reichert, Murphy and Hudson,825.66,1
2915,HabitacionVivienda,151,Artisan,Smitham LLC,163.03,180
2916,Apartamento,985,Lawn,McCullough and Sons,758.65,180
2917,HabitacionVivienda,75,Becker,Altenwerth-Brakus,362.96,30
2918,Vivienda,653,Reinke,Powlowski, Walsh and Shields,857.97,180
2919,HabitacionVivienda,779,Troy,Predovic and Sons,969.85,180
2920,HabitacionHotel,104,Sloan,Feest, Murazik and Jacobs,295.12,60
2921,HabitacionUniversitaria,746,Loomis,Will, Smith and Rempel,319.72,180
2922,Vivienda,305,Del Mar,Vandervort Inc,216.38,60
2923,HabitacionVivienda,298,Barby,Gleason Group,419.1,180
2924,HabitacionUniversitaria,843,New Castle,Orn-Marvin,288.91,180
2925,Vivienda,587,Lotheville,Kautzer-Goyette,795.65,30
2926,HabitacionHostal,452,Tennyson,Bernier-Purdy,262.51,30
2927,HabitacionUniversitaria,626,Oriole,Bashirian Inc,753.66,30
2928,HabitacionHotel,872,Weeping Birch,Lindgren, Farrell and Ledner,912.34,180
2929,HabitacionHostal,761,Northridge,Berge-Fay,230.65,1
2930,HabitacionUniversitaria,662,Sage,Walter, Howell and Heller,200.61,30
2931,HabitacionHostal,248,Stephen,Treutel LLC,895.98,30
2932,HabitacionHostal,393,Petterle,Davis, Pfannerstill and Volkman,196.18,60
2933,HabitacionHostal,63,Talisman,Kiehn-Watsica,486.46,1
2934,HabitacionHostal,873,Knutson,Jaskolski-Kerluke,562.53,30
2935,Vivienda,192,Magdeline,Schowalter-Kuhlman,332.55,1
2936,Vivienda,64,Lakewood Gardens,Keebler, Walker and Borer,219.88,180
2937,HabitacionHostal,172,Red Cloud,Bradtke-Becker,980.1,60
2938,HabitacionUniversitaria,761,Weeping Birch,Walsh Inc,144.39,1
2939,HabitacionVivienda,599,Warrior,Keeling-Ondricka,68.43,60
2940,HabitacionVivienda,32,Westridge,Walter-Bogisich,280.64,30
2941,Vivienda,460,Sugar,Wyman, Botsford and Skiles,839.75,180
2942,Apartamento,828,4th,Breitenberg-Fisher,409.87,30
2943,HabitacionHotel,354,Alpine,Bahringer, Steuber and Feest,846.13,180
2944,HabitacionHotel,36,Kim,Franecki-Rath,373.03,60
2945,HabitacionHostal,732,Marcy,Ernser, Wunsch and Funk,701.64,60
2946,Vivienda,897,Sutherland,Jacobi-Krajcik,235.27,60
2947,Apartamento,501,Hansons,Lemke and Sons,225.2,60
2948,Vivienda,115,Roth,Sanford, Conroy and Mayert,421.5,1
2949,HabitacionVivienda,188,Melody,O'Reilly, Kirlin and Greenholt,515.32,180
2950,HabitacionHotel,899,Duke,Lowe, Yost and Jacobson,19.49,30
2951,HabitacionHostal,592,Corben,Rolfson-Bednar,123.75,60
2952,HabitacionHotel,934,Anderson,Hyatt, Murray and Bednar,106.23,60
2953,Apartamento,397,Village,Price and Sons,784.48,1
2954,HabitacionUniversitaria,439,Packers,Mayert and Sons,358.21,30
2955,Vivienda,814,Utah,Ondricka LLC,728.5,60
2956,HabitacionHostal,362,Maryland,Miller, McClure and Kuhlman,223.26,1
2957,HabitacionVivienda,814,Eagle Crest,Dicki-Russel,951.83,30
2958,HabitacionHotel,611,Southridge,Klein-Gleason,865.76,180
2959,Apartamento,548,Helena,Becker and Sons,24.25,60
2960,Apartamento,677,Oriole,Nader, Bradtke and Boyer,641.7,60
2961,HabitacionVivienda,385,Everett,Ernser, Stehr and Beahan,152.62,1
2962,HabitacionVivienda,423,Meadow Ridge,Gleason-King,627.86,60
2963,Apartamento,987,Scott,Rempel, Olson and Bartell,884.95,1
2964,HabitacionHostal,838,Dunning,Morar LLC,785.75,180
2965,Vivienda,213,Sheridan,Ortiz-Cormier,918.7,180
2966,HabitacionHostal,763,Village,Parisian, McKenzie and Ebert,931.59,180
2967,HabitacionVivienda,528,Tony,Macejkovic Inc,342.44,60
2968,HabitacionUniversitaria,462,Harbort,Carroll, McGlynn and Lakin,48.55,30
2969,Vivienda,717,Morrow,Cartwright and Sons,271.59,180
2970,HabitacionHotel,595,Bluejay,Beahan, Rodriguez and Barrows,655.42,30
2971,Apartamento,536,Roth,Mayer-Sawayn,363.58,60
2972,HabitacionUniversitaria,973,Jana,White, Rogahn and Huels,94.71,1
2973,HabitacionHostal,561,Donald,Mertz, Ebert and Sanford,122.3,30
2974,Apartamento,988,Haas,DuBuque Group,227.84,1
2975,HabitacionUniversitaria,116,Randy,Kshlerin LLC,525.16,180
2976,HabitacionVivienda,519,Transport,Trantow, Wintheiser and Hagenes,398.92,30
2977,HabitacionVivienda,184,Bayside,Kessler-Maggio,565.57,180
2978,HabitacionUniversitaria,676,Kipling,Okuneva Group,659.26,180
2979,Apartamento,895,Forest Run,Quitzon-Miller,820.81,30
2980,HabitacionHostal,805,Maryland,Kerluke-Hickle,568.22,60
2981,Apartamento,233,Commercial,Metz-Will,777.96,30
2982,HabitacionVivienda,684,Hudson,Yost-Mueller,921.65,180
2983,HabitacionHostal,511,7th,Stoltenberg-Mueller,282.82,60
2984,HabitacionHotel,361,Golden Leaf,Kiehn, Yost and Kuhn,176.11,60
2985,HabitacionVivienda,581,Merrick,Emard, Weissnat and Kertzmann,842.07,180
2986,HabitacionUniversitaria,138,Manufacturers,Kertzmann LLC,70.83,1
2987,HabitacionHotel,555,Monument,Farrell, Rice and Leannon,215.8,60
2988,HabitacionHostal,27,Harper,Schoen Group,916.19,30
2989,HabitacionVivienda,539,Springview,Jacobi, Breitenberg and Legros,267.25,180
2990,HabitacionVivienda,533,Declaration,Bernhard-Gutmann,322.26,180
2991,Vivienda,746,Mcguire,Fritsch-Bayer,512.08,30
2992,HabitacionUniversitaria,727,Shasta,Tillman and Sons,250.82,180
2993,HabitacionUniversitaria,432,Dorton,Ryan, Zulauf and Kilback,355.81,180
2994,HabitacionHotel,180,Fordem,Little, Lockman and Ward,347.29,30
2995,Vivienda,115,Dwight,Maggio Inc,871.38,60
2996,Vivienda,833,Swallow,Berge, Littel and Tremblay,967.88,180
2997,HabitacionUniversitaria,608,Comanche,Fay Group,40.26,30
2998,Vivienda,769,Dottie,Wolf, Mayert and Grimes,846.19,1
2999,Vivienda,180,Jackson,Mertz Group,72.95,180
3000,Vivienda,568,Dawn,Reinger, Collier and Stoltenberg,545.02,180
3001,Vivienda,917,Stang,Stroman-Schulist,102.79,60
3002,HabitacionUniversitaria,950,Brentwood,Bogan-Wisozk,734.47,30
3003,HabitacionUniversitaria,553,Sachtjen,Deckow LLC,39.7,180
3004,Apartamento,714,Gateway,Roob, Russel and Orn,497.72,30
3005,HabitacionHotel,576,Superior,Harber, Kautzer and Boehm,530.28,60
3006,HabitacionHotel,936,Mifflin,Wisoky, Kerluke and Pfeffer,766.13,180
3007,Apartamento,19,Marquette,Powlowski Inc,942.23,180
3008,Apartamento,781,Sherman,Hickle Group,948.8,180
3009,Vivienda,246,Summit,Turcotte and Sons,229.81,1
3010,HabitacionHotel,453,Fair Oaks,Upton Inc,9.69,1
3011,HabitacionHotel,321,Schlimgen,Hills Group,447.74,60
3012,HabitacionHotel,823,Darwin,Hickle-Pacocha,295.11,180
3013,HabitacionHostal,441,Mariners Cove,Koch-Parker,37.23,1
3014,HabitacionVivienda,927,Weeping Birch,Krajcik-Nitzsche,95.41,1
3015,Vivienda,512,Trailsway,Murray, Pfannerstill and Stroman,547.89,60
3016,HabitacionHostal,811,Lyons,Kling, Skiles and Hackett,57.32,30
3017,HabitacionVivienda,846,Bartillon,Cronin Inc,650.15,60
3018,Vivienda,490,Riverside,King and Sons,300.92,1
3019,Apartamento,327,Meadow Vale,Tremblay, Kemmer and Howe,448.01,60
3020,HabitacionVivienda,900,Bayside,Buckridge, Hackett and Runolfsdottir,626.12,60
3021,HabitacionVivienda,414,Fremont,Sporer LLC,759.06,60
3022,HabitacionVivienda,725,Esker,Gaylord-Langosh,179.32,180
3023,HabitacionUniversitaria,812,Elgar,Romaguera, Toy and Simonis,455.62,30
3024,HabitacionHotel,502,Hovde,Lakin Group,599.86,1
3025,HabitacionHostal,645,8th,Kassulke-Mayert,371.81,1
3026,Vivienda,701,Rowland,Marvin, Champlin and Greenfelder,212.14,60
3027,HabitacionVivienda,913,Summer Ridge,Dickens-Miller,645.94,180
3028,Vivienda,971,Di Loreto,Nicolas Inc,238.22,30
3029,Vivienda,419,Fuller,Marquardt-Lynch,210.87,1
3030,HabitacionHotel,319,Haas,Smith, Harvey and Dickinson,752.66,1
3031,HabitacionHostal,347,Schiller,Bednar LLC,188.13,30
3032,Vivienda,208,8th,D'Amore-Stanton,364.61,180
3033,Apartamento,127,Golf,Treutel Inc,807.74,180
3034,HabitacionHostal,475,Lillian,Volkman, Gleichner and Dare,947.04,30
3035,HabitacionHotel,703,Golden Leaf,Cronin LLC,484.69,60
3036,Vivienda,473,Golf View,Fisher, Glover and Hane,906.0,180
3037,HabitacionHostal,613,Morning,Runolfsson-Daugherty,463.44,30
3038,HabitacionHostal,726,Arkansas,Keeling, Rogahn and Rath,813.31,30
3039,HabitacionVivienda,559,Golden Leaf,Nienow-Pfeffer,606.87,180
3040,Apartamento,918,Artisan,Stokes-Mayer,176.25,60
3041,HabitacionHostal,24,Starling,Zulauf, Leffler and Lockman,660.67,60
3042,HabitacionHotel,668,Ronald Regan,Mitchell-Kris,345.56,1
3043,Apartamento,297,Loftsgordon,Casper Inc,874.11,60
3044,Vivienda,187,Longview,Reichert and Sons,26.76,1
3045,HabitacionHotel,763,Commercial,Jakubowski and Sons,779.86,30
3046,HabitacionHostal,21,Marcy,Parisian-Kemmer,398.22,180
3047,Vivienda,149,Susan,Bode-Jones,726.94,180
3048,HabitacionHostal,332,Pepper Wood,Feil LLC,34.91,1
3049,HabitacionHotel,296,Oneill,Gerhold-Feest,540.76,60
3050,HabitacionUniversitaria,418,Mifflin,Maggio-Balistreri,897.5,30
3051,Apartamento,452,Pepper Wood,Quigley LLC,919.56,60
3052,HabitacionUniversitaria,281,3rd,Hand LLC,754.16,180
3053,HabitacionHostal,743,Logan,Padberg-Walker,394.69,180
3054,HabitacionHostal,607,Doe Crossing,Gutmann-Kuphal,389.66,30
3055,HabitacionUniversitaria,436,Darwin,VonRueden, Zulauf and Hodkiewicz,791.88,1
3056,HabitacionUniversitaria,844,Anthes,Cummerata, Schoen and Trantow,75.93,30
3057,Vivienda,227,Thompson,Hickle-O'Hara,959.44,30
3058,HabitacionUniversitaria,40,Moose,Labadie, Bernhard and Abbott,857.07,1
3059,HabitacionVivienda,278,Gerald,Fay Inc,629.2,1
3060,HabitacionHostal,770,Jackson,Powlowski-Hagenes,218.42,1
3061,HabitacionHotel,93,Westerfield,Adams-Harber,283.85,180
3062,Apartamento,514,Grim,Hermann, Carroll and Kautzer,113.8,180
3063,HabitacionHostal,546,Kings,Jerde, Bode and Ondricka,360.23,30
3064,HabitacionUniversitaria,883,Toban,Mills LLC,209.48,180
3065,HabitacionHostal,356,Badeau,Moen Group,196.34,60
3066,HabitacionHostal,809,Oak,Kertzmann Group,586.74,1
3067,Apartamento,777,Ramsey,Champlin, Morissette and Hilll,121.42,30
3068,Vivienda,298,Brickson Park,Lubowitz, Weimann and Huel,523.67,180
3069,HabitacionUniversitaria,793,Portage,Ebert Inc,85.48,30
3070,HabitacionHotel,448,Annamark,Mertz-Paucek,555.45,1
3071,HabitacionUniversitaria,570,Derek,Windler, Johnson and Feil,56.1,180
3072,Apartamento,364,Thompson,Anderson, Hauck and Glover,579.78,1
3073,HabitacionHostal,368,Walton,Waters LLC,125.86,180
3074,HabitacionHostal,890,Gateway,Leffler, Quigley and Emmerich,969.7,30
3075,Vivienda,866,Mifflin,Leffler-Hamill,380.35,60
3076,Vivienda,23,Express,Halvorson LLC,142.28,30
3077,HabitacionVivienda,108,Comanche,Steuber-Kuhic,599.92,180
3078,HabitacionHotel,116,Northview,Nicolas-Jast,161.7,180
3079,HabitacionHotel,949,Badeau,Bruen, Crist and Bernier,751.55,60
3080,HabitacionHotel,158,Claremont,Wilderman-Sawayn,58.87,1
3081,HabitacionUniversitaria,612,2nd,Walter, Buckridge and Mraz,72.68,60
3082,HabitacionUniversitaria,624,Waxwing,Towne-Okuneva,216.79,60
3083,HabitacionHotel,359,Surrey,Rippin LLC,837.85,60
3084,HabitacionHotel,456,Bobwhite,Ortiz-O'Hara,827.68,180
3085,HabitacionHostal,853,Granby,Tromp-Upton,379.79,30
3086,HabitacionUniversitaria,343,Loftsgordon,Kutch, Cronin and Hickle,194.58,1
3087,Apartamento,93,Monument,Carter-Tillman,542.42,1
3088,HabitacionHotel,562,Mendota,Auer, Schmeler and Cruickshank,392.04,180
3089,HabitacionVivienda,2,Morningstar,Rau-Purdy,29.4,60
3090,HabitacionVivienda,959,Dorton,Schumm, Von and Hoeger,937.23,1
3091,HabitacionHostal,133,Thierer,Haley Inc,512.0,1
3092,Apartamento,429,Main,Zemlak, Botsford and Quitzon,787.01,180
