id,nombre,descripcion,costo
3062,Browsetype,Kuphal-Kovacek,601.89
3063,Browsebug,Daniel-O'Keefe,3610.41
3064,Plambee,Sauer Inc,3985.54
3065,Brightdog,Kulas and Sons,2629.15
3066,Oodoo,Von and Sons,57.96
3067,Devpulse,Abshire Group,2580.8
3068,Shuffletag,Hermann Inc,1010.19
3069,Riffpedia,Conn LLC,3598.93
3070,Skinte,Parisian Inc,3628.92
3071,Skimia,Hessel Inc,1920.46
 3072,Quinu, Boyle McCullough and Pagac ,2118.0 
3073,Oyonder,Oberbrunner-Zieme,1237.54
3074,Gabtype,Hettinger-Daugherty,2689.02
3075,Demimbu,Gorczany LLC,2600.4
3076,Wikizz,Ullrich LLC,490.26
 3077,Skiptube, Runolfsdottir Wilderman and Reichert ,2310.22 
 3078,Oyoyo, Gerlach Rippin and Littel ,1338.73 
3079,Dynabox,Nicolas Group,1325.8
3080,Voonix,Lehner-Torp,3929.47
 3081,Gevee, Rohan Bradtke and O'Kon ,3169.99 
3082,Meejo,Koss LLC,2080.83
 3083,Twitterwire, Yost Ratke and Orn ,2632.71 
3084,Wordware,Abbott-Goldner,2522.43
3085,Zooveo,Torphy and Sons,645.83
 3086,Voolia, McDermott Mraz and Mayert ,1654.67 
3087,Wikivu,Walsh-Wolf,960.1
 3088,Skimia, Hayes Reichert and Mueller ,856.81 
3089,Camido,Bernhard and Sons,3799.15
 3090,Browseblab, Blick McCullough and Quitzon ,2230.6 
3091,Oyoloo,Harber and Sons,693.14
3092,Feedfire,Dicki Inc,362.62
 3093,Topiclounge, Blick Watsica and Huel ,3148.74 
 3094,Kare, Champlin Steuber and Grimes ,1727.6 
3095,Jayo,Hackett LLC,3845.17
3096,Avavee,McGlynn Group,1466.88
3097,Bubblebox,Schowalter Group,3234.63
3098,Photobean,O'Conner Group,670.46
 3099,Eamia, Gibson Ortiz and Jacobson ,3448.96 
3100,Camimbo,Fisher-Beier,3347.21
3101,Myworks,Rau Inc,326.86
3102,Vipe,Fritsch and Sons,1399.12
3103,Rhynyx,Leannon Group,491.5
 3104,Twitterwire, Rath Collins and Wisoky ,1938.61 
 3105,Rhynyx, Lindgren Ullrich and Kozey ,3343.62 
3106,Eamia,Larson and Sons,3478.66
3107,Brainbox,Stanton LLC,3081.96
 3108,Tavu, Bogan Fritsch and Zieme ,513.89 
 3109,Feedmix, Zieme Schuster and Harvey ,3058.65 
3110,Zoombox,Romaguera Inc,2345.45
3111,Skajo,Rau-Murray,528.03
3112,Topicstorm,Kling Group,181.0
 3113,Trudoo, Kling Hermann and Homenick ,1851.29 
3114,LiveZ,Crist LLC,3313.18
3115,Agimba,Volkman Group,882.39
3116,Innotype,Hudson-Cassin,230.36
3117,Skippad,Kulas-Dare,407.83
 3118,Innotype, Rutherford Marquardt and Gusikowski ,1589.85 
3119,Twinder,McDermott Inc,2941.48
 3120,Gabcube, Dibbert Goldner and Marquardt ,928.67 
3121,Zoombox,Kohler-Kulas,3185.61
 3122,Babbleopia, O'Hara Sanford and Spencer ,1410.69 
3123,Voonix,Berge-Walter,868.27
3124,Youspan,Bergstrom and Sons,3255.58
3125,Voolith,Collier-Hickle,332.56
3126,Eadel,Maggio-Harber,102.7
3127,Voomm,Simonis LLC,2646.1
 3128,Demimbu, Boyer Miller and Dicki ,2935.68 
3129,Voonix,Bernhard Group,418.79
3130,Avamba,Mueller-Goodwin,2985.73
 3131,Flashpoint, Heidenreich Ferry and White ,3166.64 
 3132,Demizz, Vandervort Goodwin and Langworth ,2500.67 
3133,Ailane,Morissette LLC,289.48
3134,Jetwire,Bahringer and Sons,1462.58
 3135,Plambee, Macejkovic Gorczany and Abshire ,3009.1 
 3136,Eabox, Collier Halvorson and Reilly ,28.79 
 3137,Brainlounge, Thompson O'Keefe and Harber ,1098.04 
3138,Meevee,Harvey-Boyer,2089.63
3139,Oba,Bins Group,438.65
 3140,Meezzy, Hartmann Collins and Hackett ,551.32 
3141,Quaxo,Macejkovic-Daniel,3038.09
3142,Dynazzy,Adams-Cartwright,3439.82
 3143,Kazio, Oberbrunner Klocko and Kassulke ,1426.42 
 3144,Pixope, Wehner Jaskolski and Koepp ,740.73 
 3145,Jatri, Bergnaum D'Amore and Glover ,400.57 
3146,Pixonyx,Little Inc,3315.8
3147,Leenti,Pfannerstill-Bernier,2081.22
3148,Jayo,Hettinger and Sons,440.08
 3149,Jazzy, Gutkowski Reilly and McGlynn ,2727.27 
3150,Janyx,Leuschke-White,226.12
3151,Lazzy,Thiel-Mohr,580.9
3152,Latz,Hansen-Brakus,1076.05
3153,Youfeed,Fahey Inc,3396.44
 3154,Meemm, Schulist Davis and Kautzer ,2682.5 
3155,Eayo,Homenick-Raynor,1233.2
3156,Abata,Crona-O'Hara,494.63
3157,Yakidoo,Farrell-West,3667.13
 3158,Browsecat, Marvin Kuhic and Denesik ,2067.87 
3159,Devpulse,McClure Inc,2189.45
 3160,Twitterlist, Jaskolski Rodriguez and Keebler ,3894.46 
3161,Ozu,Dibbert Inc,644.43
3162,Divape,Brekke and Sons,2150.35
3163,Meejo,Russel and Sons,1784.38
3164,Trupe,Upton-Pfannerstill,1438.33
 3165,Tanoodle, Romaguera Hintz and Dach ,674.89 
 3166,Feedmix, Zieme D'Amore and Borer ,3712.16 
3167,Yata,Morissette Group,3944.61
 3168,Yakitri, Ruecker Koepp and Eichmann ,1463.51 
 3169,Babbleblab, Schinner Carroll and Hoppe ,1521.86 
3170,Fatz,Rath Group,1911.0
3171,Demimbu,Durgan Group,3348.08
3172,Geba,Casper-Hane,3446.01
3173,Yata,Harvey Group,3454.17
3174,Kwilith,Daugherty Inc,1375.4
3175,Npath,Beer Inc,3341.29
3176,Devpoint,Schamberger and Sons,1106.12
 3177,Edgepulse, Schaefer Toy and Ratke ,1772.47 
3178,Oyondu,Pfeffer and Sons,1524.15
 3179,Realbridge, Wilderman Spinka and Wilkinson ,3858.02 
3180,Tekfly,Halvorson-Frami,3272.07
 3181,Leenti, Bashirian Christiansen and Runolfsdottir ,579.85 
3182,Vipe,Hintz-Little,663.81
3183,Skajo,Gibson Inc,2043.5
3184,Topicware,Grady-Orn,246.06
3185,Meedoo,Pfannerstill LLC,640.65
3186,Teklist,Nikolaus Group,3497.4
3187,Eimbee,Ferry-Brown,368.56
3188,Kazu,Wolff-Douglas,3004.85
3189,Mybuzz,Jacobi-Douglas,3920.77
3190,Layo,Ward and Sons,3027.98
3191,Buzzbean,Mayert-Wuckert,980.33
 3192,Oyondu, Streich Renner and Tillman ,826.11 
 3193,Eare, Anderson Green and Hansen ,2823.78 
3194,Topicblab,Adams Group,3190.85
 3195,Yambee, Ernser Legros and O'Keefe ,1626.55 
 3196,Feedfire, Stehr Jacobson and Rodriguez ,3726.1 
 3197,Yacero, Jaskolski Connelly and Kautzer ,406.94 
3198,Dabvine,McLaughlin-Langworth,3433.63
 3199,Flashspan, Bins Flatley and Hackett ,341.79 
3200,Flashdog,Hoppe-Carroll,1456.33
3201,Browseblab,Conroy-Mayer,962.16
 3202,Youbridge, Koch Kerluke and Leffler ,702.23 
 3203,Dabtype, Steuber Kihn and Jaskolski ,2941.74 
 3204,Kanoodle, Gaylord Russel and Tillman ,2486.96 
3205,Brainsphere,Hauck Inc,385.6
3206,DabZ,Klein-Yundt,1060.92
3207,Edgewire,Beatty-Hammes,2132.53
3208,Edgeblab,Boyle-Mosciski,3169.44
 3209,Zoomlounge, Skiles Flatley and Wilkinson ,922.2 
3210,Twinder,Schoen-Koss,1680.92
3211,Topiczoom,Dare and Sons,3945.39
3212,Myworks,Hansen Inc,2250.38
3213,Topicshots,Gottlieb Inc,3020.32
 3214,Oyonder, Hills Stokes and Hodkiewicz ,1148.01 
 3215,Skimia, Grady Hammes and Schaefer ,2354.97 
 3216,Zooveo, Weimann Fahey and Abshire ,3564.28 
3217,Tagtune,Nienow-Feeney,1706.08
 3218,Meetz, Sporer Cole and Fahey ,1420.53 
 3219,Wikivu, Lebsack Koepp and Rutherford ,3947.13 
3220,Agivu,Kshlerin-Feeney,1227.16
3221,Realbridge,Cremin-Mayert,1194.48
 3222,Ailane, Ritchie Green and Swift ,631.97 
3223,JumpXS,Bergnaum-Koss,817.92
3224,Fivespan,Steuber-Purdy,3564.17
3225,Yabox,Fritsch and Sons,174.22
3226,Youspan,Wilkinson-Schmeler,3704.76
 3227,Zoomlounge, Satterfield Labadie and Kirlin ,143.79 
 3228,Quimba, DuBuque Wisoky and Zemlak ,2906.85 
 3229,Fatz, Waters Roberts and Weber ,3467.51 
3230,Voonte,Gutkowski LLC,2791.77
3231,Wikizz,Schroeder-Bergstrom,3291.62
3232,Linktype,MacGyver Inc,172.75
3233,Bluezoom,Schuppe LLC,2157.33
3234,Jaxnation,Quigley Inc,1900.69
3235,Agimba,Wolf-Renner,857.37
3236,Blogpad,Wilderman-Koelpin,2603.59
 3237,Tanoodle, Hettinger Greenholt and Miller ,3883.38 
3238,Brainsphere,Olson-Haley,793.41
3239,Realbridge,Stark and Sons,3094.91
3240,Zoomcast,Runte-Toy,3339.51
3241,Trudoo,Satterfield-Heathcote,2604.37
3242,Skaboo,Herman and Sons,2420.98
 3243,Yodo, Russel Strosin and Hansen ,1958.86 
 3244,Jabbertype, Tillman Haley and Reichel ,897.06 
3245,Vitz,Bins-Renner,601.74
 3246,Twitterwire, Kessler Rolfson and Herzog ,456.12 
 3247,Voonix, Kessler Erdman and Mayer ,446.78 
 3248,Thoughtmix, Gusikowski Feeney and Runte ,354.74 
3249,Tazz,Welch and Sons,2447.17
3250,BlogXS,Reinger LLC,3201.27
3251,Viva,Becker-Wisoky,3814.82
3252,Ooba,Thiel and Sons,3838.59
3253,Yodel,Bartoletti Inc,3208.11
3254,Livetube,Johnson-Spencer,959.49
 3255,Innotype, Rice O'Kon and Bechtelar ,671.49 
 3256,Skimia, Daugherty Buckridge and Mann ,3507.31 
3257,Vipe,Johnston Inc,3855.1
 3258,Skimia, Dickinson Ziemann and Brekke ,1930.34 
3259,Flipopia,Bradtke LLC,2442.58
3260,Aimbu,Collier-Harber,3237.3
3261,Demimbu,Rice-Kiehn,1699.48
3262,Roodel,Boyle-Bailey,1204.82
 3263,Pixonyx, Walker Kulas and Rohan ,3981.67 
3264,Skivee,Schulist Group,760.66
3265,Babbleset,Stiedemann-Senger,1277.31
3266,Mudo,Schmeler Inc,134.35
3267,Plajo,Haag-McCullough,2231.63
3268,Voomm,Windler and Sons,211.99
 3269,Skalith, Medhurst Beahan and McCullough ,3493.58 
 3270,Fliptune, Pollich West and Schultz ,3594.36 
3271,Edgepulse,Fay Group,2637.36
3272,Realcube,Goodwin-Witting,495.02
3273,Twinder,Bechtelar Group,2137.69
 3274,Geba, Rodriguez Schroeder and Mitchell ,319.33 
 3275,Midel, Terry Cartwright and Hessel ,3447.37 
 3276,Kamba, Hilll Bechtelar and Stokes ,332.48 
3277,Skynoodle,Wilderman LLC,3284.83
 3278,Aivee, Waelchi Predovic and Shields ,543.42 
3279,Skajo,Reynolds Group,320.5
3280,Eadel,Hermiston-Shanahan,2313.39
 3281,Quatz, Bradtke Beahan and Schiller ,3937.94 
3282,Trudeo,Runolfsson LLC,1182.1
3283,Meeveo,Bradtke and Sons,307.69
 3284,Aimbu, Balistreri Daugherty and Corwin ,1357.13 
3285,Twitterlist,Hagenes-Prosacco,2470.26
 3286,Innojam, Wilkinson Boyle and Schuppe ,1348.96 
 3287,Riffpedia, Quigley Haley and Schmeler ,2675.19 
3288,Fadeo,Stroman-Kirlin,636.01
3289,Rhybox,Bogan-Gislason,3430.59
 3290,Bluejam, Johns Kuvalis and Luettgen ,3242.25 
 3291,Browsezoom, McKenzie Bode and Ziemann ,3239.1 
3292,Zazio,Nolan-Wiegand,3089.0
3293,Flashspan,Hodkiewicz LLC,2294.91
3294,Plambee,Stracke and Sons,389.29
3295,Devshare,Zemlak-Zulauf,3371.49
3296,Agivu,DuBuque-Hirthe,3777.36
 3297,Twinder, Vandervort Lesch and Towne ,2565.94 
 3298,Yata, Boehm Fisher and Hahn ,2575.61 
3299,Dynava,Mueller LLC,2661.14
3300,Zazio,Veum-Hickle,898.9
3301,Roomm,Kling and Sons,83.27
 3302,Meevee, Kessler Eichmann and Ruecker ,3078.51 
 3303,Jayo, Beier Eichmann and Ziemann ,1364.38 
3304,Ainyx,Rolfson-Halvorson,803.53
3305,Katz,Glover Group,1908.09
3306,Dynabox,Carroll and Sons,2977.3
3307,Babbleblab,Raynor Inc,1935.95
3308,Flipopia,Kihn-Wisozk,2781.07
 3309,Yotz, Gerlach Considine and Kuhn ,3299.32 
3310,Tazz,Rodriguez-McClure,3533.7
3311,Devshare,Kshlerin-Keeling,2313.82
3312,Devshare,Braun and Sons,3535.39
 3313,Oyondu, Wintheiser Osinski and Little ,1385.4 
3314,Thoughtblab,Gleichner and Sons,2946.87
3315,Mynte,Kohler-Mann,1810.16
 3316,Quamba, Vandervort Ruecker and Rohan ,125.31 
3317,Plajo,Breitenberg-Wiegand,1225.04
3318,Yombu,Walsh and Sons,3988.21
 3319,Vinte, Terry Rohan and Graham ,853.3 
 3320,Oodoo, Pfannerstill Romaguera and Bailey ,3301.58 
3321,Linkbridge,Goyette-Dach,1815.45
3322,Skipstorm,Leuschke-Pollich,519.73
 3323,Riffwire, Lehner Stehr and King ,11.15 
3324,Abata,Feest LLC,736.99
 3325,Brightdog, Graham Carter and Thompson ,615.91 
3326,Voolith,Weissnat Inc,1220.16
 3327,Twitternation, Rogahn Fay and Runolfsdottir ,3904.61 
3328,Bluejam,Boyle Group,2270.32
3329,Shuffledrive,Cummings Inc,2936.17
 3330,Youtags, Bernier Rutherford and Prohaska ,1477.31 
 3331,Zoombox, Price Swift and Bechtelar ,2654.46 
3332,Voonix,Dietrich-Dare,3927.1
3333,Ainyx,Boyle-Weber,1095.08
3334,Meevee,Koelpin-Miller,1059.45
3335,Avamm,Bailey-Conn,897.85
3336,Divavu,Moore-Collier,3312.39
3337,Twitterwire,Kemmer LLC,95.93
 3338,Twimm, Turcotte Lynch and Hansen ,3648.44 
3339,Browsedrive,Nikolaus-Metz,3092.8
3340,Zoonoodle,Keeling-Corkery,2810.95
3341,Youopia,Armstrong-Abshire,2818.26
3342,Zoomlounge,Becker Inc,954.59
 3343,Yoveo, Klein Parisian and Rempel ,2619.25 
3344,Flashspan,Jakubowski Group,1227.26
3345,Wikido,Wehner-Lockman,3396.82
3346,Quimm,Bayer-O'Kon,1494.83
3347,Jaloo,Beier LLC,2161.18
3348,Jazzy,Ritchie LLC,424.35
3349,Ozu,Schneider Group,3587.86
3350,Tagcat,Thiel-Larkin,3036.58
3351,Skyndu,Kuphal-Hoppe,3137.26
3352,Jabberstorm,Blick LLC,1835.03
 3353,Dabtype, Breitenberg Erdman and Smith ,3934.59 
3354,Mymm,Hackett-Oberbrunner,3397.63
3355,Meeveo,Feest-Cruickshank,2419.77
3356,Trupe,Mosciski LLC,3484.56
3357,Voonyx,Spinka-Schiller,1275.64
3358,Topicshots,Schaefer-Kessler,1853.5
3359,Gigashots,Schroeder Inc,3556.26
3360,Mymm,Hartmann LLC,2139.42
3361,Twitterbridge,Runte Group,2935.61
 3362,Voonyx, Hyatt Swift and Williamson ,2703.71 
3363,Livetube,Leuschke-Runolfsdottir,3838.04
3364,Camido,Kihn Group,101.44
3365,Oodoo,Ritchie Inc,2964.23
 3366,Linkbridge, Mitchell Funk and Franecki ,2722.89 
3367,Ooba,Wunsch and Sons,1700.44
3368,Meeveo,Grant and Sons,2295.21
 3369,Gabcube, Runolfsson Labadie and Corwin ,3290.99 
3370,Yambee,Reynolds Group,3593.63
 3371,Rhycero, Mills Spinka and Hammes ,2332.44 
3372,Quaxo,Rippin-Jaskolski,1674.78
 3373,Jabbersphere, Jast Reilly and Murphy ,2731.6 
3374,Bluejam,Bahringer-Murray,687.42
 3375,Fanoodle, Bernier Walker and Trantow ,3473.14 
 3376,Twitterbridge, Schmitt Jast and Rippin ,1587.7 
3377,Camimbo,Lynch and Sons,3061.74
 3378,Mybuzz, Kohler Strosin and Wunsch ,3487.24 
 3379,Dabtype, Mraz Cremin and Roob ,538.73 
3380,Shufflebeat,Bayer-Bashirian,3532.98
3381,Skinder,Little-Durgan,674.03
3382,Kazu,Kuphal-Rippin,939.4
 3383,Centimia, Corwin Kiehn and Lesch ,2483.28 
 3384,Edgeclub, Fay Murazik and Hahn ,3361.52 
3385,Browsecat,D'Amore-Harber,3325.17
3386,Eamia,Fay-Russel,873.62
3387,Blogtag,Kassulke Inc,2767.44
3388,Pixoboo,Greenfelder-Dickinson,2879.05
3389,Quatz,Dibbert Group,1461.31
 3390,Tekfly, Welch Hansen and Harvey ,2052.88 
3391,Voonix,Willms-Aufderhar,1228.32
3392,Trupe,Streich Inc,3664.93
 3393,Rhyzio, Lemke Carter and Barrows ,253.25 
3394,Wordify,O'Kon Inc,1347.59
3395,Edgeify,Bednar-Yundt,1495.16
3396,Eamia,Maggio-Fritsch,3143.95
3397,Eazzy,Parker Group,3368.41
 3398,Devcast, Brekke Dibbert and Anderson ,2359.32 
 3399,Gevee, Gaylord Bartell and Dare ,1077.16 
3400,Skimia,Rohan-Simonis,639.63
3401,Feedmix,Kilback-Konopelski,1828.56
 3402,Jabbertype, Raynor O'Kon and Morissette ,230.88 
3403,Buzzshare,Parisian-Keeling,572.0
3404,Shuffledrive,Emmerich Inc,3081.21
3405,Eimbee,Berge-Schmidt,1293.4
3406,Mynte,Stehr and Sons,3613.55
 3407,Eare, Stokes Nikolaus and Krajcik ,3876.1 
3408,Photojam,Spencer-Nolan,2016.51
3409,Jabbercube,Moen Inc,2169.92
3410,Trudeo,Bogan Group,3613.6
 3411,Oyoyo, Steuber Feeney and Bosco ,3241.46 
3412,Eamia,Bosco Inc,3068.57
 3413,Jaxbean, Kirlin MacGyver and Will ,3028.8 
 3414,Skibox, Altenwerth Cruickshank and Brekke ,1813.32 
3415,Bluejam,Armstrong Group,2231.94
 3416,Ntag, Marquardt Hills and Schmidt ,3856.23 
3417,Browsecat,Kovacek-Rath,3925.08
3418,Tagopia,Jaskolski-Parisian,488.7
 3419,Voomm, Goodwin Lehner and Torp ,2273.91 
3420,Zoonoodle,Wilkinson-Jones,58.53
3421,Devshare,Lockman Inc,282.24
3422,Aimbu,Sipes Inc,705.16
3423,Fadeo,Sanford-Wyman,3864.8
3424,Twitterwire,Toy Inc,963.55
3425,Yacero,Block-Terry,3747.83
 3426,Edgeclub, Koelpin Goodwin and Upton ,1895.8 
 3427,Youbridge, Herman McDermott and Harvey ,243.66 
3428,Photolist,Hayes Group,3167.74
3429,Rooxo,Veum-Schultz,2763.42
 3430,Oba, King Romaguera and Ledner ,3881.44 
3431,Rooxo,Walsh-Predovic,3765.26
3432,Yakijo,Senger Inc,3961.99
 3433,Fadeo, Muller Hermann and Hane ,311.49 
3434,Zoomcast,Kihn-Morissette,101.99
3435,Topiczoom,Roberts-Rosenbaum,114.46
3436,Oloo,Toy LLC,2517.4
3437,Meembee,Hegmann-Swift,1491.44
 3438,Youfeed, Dickens Batz and Kunze ,1524.97 
3439,Shufflebeat,Thompson Inc,3637.37
 3440,Quire, Nitzsche O'Hara and Little ,2419.55 
3441,Jabberstorm,Johnston Inc,2431.58
3442,Oloo,Considine and Sons,3425.54
3443,Edgeclub,Morar and Sons,1994.39
3444,Ntag,Goyette Group,2196.95
 3445,Zoozzy, D'Amore Bradtke and Cremin ,1052.7 
3446,Zazio,Ullrich-Cummerata,2402.63
 3447,Jazzy, Balistreri Wintheiser and Schmitt ,2992.37 
 3448,Rhybox, Streich Koch and Mitchell ,433.22 
3449,Jetpulse,Stracke Group,1657.3
3450,Geba,O'Keefe Group,299.54
3451,BlogXS,Lowe-Bechtelar,472.25
3452,Bubblemix,Hegmann-Larkin,3094.29
3453,Livepath,Bernier Group,3406.0
3454,Meejo,Maggio-Cremin,2671.8
3455,Kwideo,Smith-Bechtelar,2673.08
3456,Thoughtbeat,Jerde Inc,1297.85
3457,Npath,Abbott LLC,3859.85
 3458,Skipstorm, Sauer Hahn and Fisher ,2483.27 
3459,Brainbox,Rogahn-Kozey,3019.74
3460,Midel,Armstrong-Shanahan,2386.35
 3461,Feedfish, Abshire Hayes and Turcotte ,723.14 
 3462,Feedspan, McDermott Witting and Heller ,2109.66 
3463,Chatterbridge,Mraz LLC,316.21
 3464,Skimia, Erdman Friesen and Hyatt ,1923.18 
3465,Livepath,Jones and Sons,774.15
3466,Yoveo,Leannon-Schumm,546.49
3467,Jetpulse,Emmerich and Sons,2115.39
3468,Topicshots,Kovacek Inc,3521.08
3469,Twitternation,Wunsch-Ratke,306.85
3470,Shufflester,Stanton Group,162.9
3471,DabZ,Wunsch and Sons,770.33
3472,Browsetype,Huel Group,460.7
3473,Twinte,Pfeffer LLC,2377.92
 3474,Topicware, Raynor Boyer and Mann ,3865.93 
3475,Skimia,Rice and Sons,1863.65
 3476,Kanoodle, Mayert Hodkiewicz and Swift ,787.36 
 3477,Avamm, Hodkiewicz King and Sporer ,3160.51 
3478,Roodel,Trantow Inc,3395.11
3479,Photobug,Champlin-Reichert,2524.65
3480,Aibox,Glover-Koch,2093.84
3481,Kare,Sauer-Legros,684.85
3482,Jamia,Lynch Group,2832.87
 3483,Flashpoint, Kulas Yundt and Hegmann ,398.77 
 3484,Dabvine, Ebert West and Koelpin ,3077.23 
3485,Zoomlounge,Stracke Group,425.37
 3486,Flipbug, Erdman Kirlin and Grady ,126.92 
3487,Quire,Schoen-Lubowitz,3514.54
 3488,Izio, Funk Heathcote and Cassin ,3555.23 
3489,Jetwire,Graham LLC,2320.97
3490,Mymm,Doyle LLC,3728.31
3491,Livetube,Wisoky-Hills,2130.01
 3492,Livetube, Hegmann Kutch and Skiles ,995.95 
3493,Edgewire,Ritchie and Sons,1600.03
3494,Skiba,Runolfsson Inc,250.9
 3495,Oyoloo, Renner Waters and Cummerata ,1145.87 
3496,Kamba,Fay Group,3829.71
3497,Skajo,Kassulke-Schuppe,620.44
 3498,Quatz, Rice Roberts and Schultz ,3891.77 
3499,Mymm,Bergstrom-Witting,1285.49
 3500,Aimbu, Koepp Renner and Thiel ,2229.46 
3501,Vitz,Braun-Ebert,3147.56
 3502,Youbridge, Barrows O'Connell and Pfeffer ,2387.97 
 3503,Flashdog, Adams Dooley and Wolff ,3690.15 
3504,Skippad,Koch Inc,3798.7
3505,Yodel,Rath Inc,1552.53
3506,Meevee,Bernhard-Johns,3760.17
3507,Rooxo,Zboncak-Yundt,1697.36
 3508,Zoomcast, Hodkiewicz Crooks and Wiza ,1672.72 
 3509,Skinder, Wisoky Christiansen and Erdman ,360.18 
3510,Zoomdog,Ullrich-Hirthe,2368.72
3511,Fadeo,Turner Group,333.68
3512,Fivebridge,Schaden and Sons,81.15
3513,Brightdog,Leffler-Murazik,2513.1
 3514,Npath, Lind Smith and Cartwright ,2619.89 
3515,Yakidoo,Rowe and Sons,1240.7
3516,Latz,Schamberger Inc,1140.3
 3517,Meetz, Gislason Johns and Block ,3082.75 
3518,Zoomzone,Morissette LLC,2018.51
3519,Rhynyx,Sawayn-Lindgren,3275.66
3520,Skinix,Lesch-Purdy,672.04
 3521,Buzzbean, Grant Bayer and Windler ,2161.35 
3522,Latz,Mohr Inc,3552.35
3523,Twinder,O'Hara-Quigley,3436.55
3524,Yodo,Murphy-Kessler,3819.4
3525,Linklinks,Rohan Group,3529.11
3526,Youopia,Douglas-Ritchie,78.71
 3527,Yamia, Frami O'Hara and Smitham ,3425.42 
 3528,Yakijo, Kessler Casper and Daniel ,2808.72 
3529,Geba,Jacobs LLC,2133.96
3530,Photolist,McCullough-Sporer,3841.55
 3531,Zooxo, Grimes Greenholt and Zulauf ,3410.82 
3532,Janyx,McGlynn Group,990.98
3533,Gevee,Bechtelar and Sons,3573.85
3534,Skyba,Wuckert Group,1907.62
3535,Skiptube,Fadel Group,1967.27
3536,Centidel,Parker-Aufderhar,3627.76
3537,Oloo,Hane-Streich,25.07
 3538,Buzzbean, Emmerich Ziemann and Wintheiser ,309.68 
 3539,Dablist, Murazik Wilkinson and Feeney ,2215.85 
 3540,Browsebug, Boehm Halvorson and Swift ,3826.36 
3541,Jetwire,Pfeffer-Ledner,51.73
3542,Fivechat,Moore-Rohan,2305.43
 3543,Eayo, Satterfield Bergnaum and Bergnaum ,3412.08 
3544,Yodel,Ebert-Hammes,1318.81
 3545,Gigazoom, Hagenes Monahan and O'Connell ,1104.05 
3546,Realblab,Rodriguez Group,3511.4
3547,Bubblebox,Swift-Miller,1039.71
 3548,Voonyx, Bayer Fahey and Goldner ,3500.11 
3549,Leenti,Buckridge Group,230.27
3550,Bluezoom,Schinner-Batz,2979.16
3551,Digitube,Bogisich and Sons,2492.16
3552,Skajo,Schumm-Boyer,2775.47
3553,Roodel,Schoen-Weimann,227.7
3554,Shuffletag,Lehner Group,949.07
 3555,Vipe, Sawayn Stiedemann and Labadie ,3785.4 
3556,Bubblemix,Hodkiewicz-Zemlak,3137.34
3557,Trilith,Harvey and Sons,2930.39
 3558,Rooxo, Borer Satterfield and Doyle ,2997.54 
 3559,Innojam, Sporer Windler and Rath ,2424.39 
3560,Photojam,Upton-Mills,3207.12
3561,Brainsphere,Bruen-Grant,2019.01
 3562,Lazz, Gerhold Glover and Abernathy ,563.44 
3563,Demizz,Gutmann LLC,1615.18
 3564,Yodo, Franecki Lowe and Ortiz ,3822.32 
3565,Browsebug,Pfeffer LLC,3762.05
3566,Skiba,Lueilwitz-Schneider,3147.16
 3567,Quimm, Metz Berge and Cruickshank ,2741.52 
3568,Jetpulse,Cremin Group,112.16
 3569,Agivu, Bergnaum Klocko and Feeney ,1701.36 
3570,Yozio,Wunsch-Feeney,1260.67
3571,Skibox,Konopelski and Sons,2708.66
3572,Linkbuzz,Lind LLC,3651.99
 3573,Avamba, Ullrich Veum and Adams ,2307.4 
 3574,Brightbean, Volkman Von and Mante ,1786.28 
 3575,Kazu, Cremin Kuphal and Fisher ,2897.33 
3576,Plajo,Nader-Jacobs,1699.64
 3577,Topiczoom, Fadel Jacobson and Zemlak ,3610.62 
3578,BlogXS,Koepp Inc,2226.98
3579,Miboo,Kuphal LLC,2167.17
 3580,Innojam, Gottlieb Tromp and Yost ,3798.33 
3581,LiveZ,Moen and Sons,892.23
3582,InnoZ,Feest-Schuppe,1134.87
3583,Youopia,Stoltenberg LLC,2058.9
 3584,Flipopia, Pouros Lowe and Jast ,250.23 
3585,Meedoo,Parisian Inc,2201.97
 3586,Wikivu, Harris Howell and Mosciski ,674.19 
3587,Skyvu,Swift-Kris,78.86
 3588,Realpoint, Prohaska Kuhlman and Willms ,612.98 
3589,Flashpoint,Collins-Keeling,544.31
3590,Skynoodle,Pacocha Group,671.96
3591,Realbuzz,Jacobi and Sons,1014.05
3592,Dynava,Koss Inc,1609.41
3593,Vimbo,Lowe-Corwin,2611.7
 3594,Wikivu, Emard Romaguera and Borer ,2592.74 
3595,Edgeify,Towne and Sons,1662.29
3596,JumpXS,Balistreri-McKenzie,3175.7
3597,Brightdog,Feeney-Krajcik,75.3
 3598,Eamia, Wehner Moen and Hoppe ,3749.15 
3599,Ooba,Hettinger-Collier,3749.66
3600,Jabberstorm,Hahn LLC,949.25
 3601,Eabox, Fadel Heidenreich and Schroeder ,130.22 
3602,Youopia,Gerhold-Pacocha,2393.66
3603,Shufflebeat,Jacobi-McCullough,2416.85
3604,Ooba,Willms-Pfeffer,2734.46
3605,Jabberstorm,Rogahn and Sons,2614.39
3606,Jaloo,Bednar-Waters,2969.15
3607,Ntag,Bashirian-Sporer,1322.47
3608,Flipbug,Barton-Zboncak,558.87
 3609,Meejo, Watsica Kreiger and Bailey ,1565.11 
3610,Skibox,Schmeler-Parisian,221.76
