Id,FechaLlegada,Recargo,CantidadDias,OFerta,Vigente
3452,10/06/2017,0.0,481,4998,N
3453,07/07/2015,0.0,400,4528,N
3454,13/03/2017,0.0,936,1644,Y
3455,05/10/2015,0.0,197,3027,N
3456,09/07/2016,0.0,905,1516,Y
3457,15/06/2016,0.0,188,719,N
3458,14/03/2015,0.0,839,1936,Y
3459,23/05/2017,0.0,479,5986,N
3460,01/06/2013,0.0,884,1830,Y
3461,17/11/2014,0.0,846,2425,Y
3462,04/04/2018,0.0,64,1209,Y
3463,02/03/2015,0.0,96,4838,Y
3464,02/11/2017,0.0,662,1088,Y
3465,13/10/2016,0.0,731,1044,N
3466,17/05/2015,0.0,860,2087,N
3467,18/07/2015,0.0,368,2730,N
3468,26/09/2017,0.0,354,434,Y
3469,02/04/2015,0.0,745,2338,N
3470,10/10/2017,0.0,729,4383,Y
3471,17/07/2015,0.0,496,3230,Y
3472,14/11/2014,0.0,108,1929,Y
3473,20/03/2015,0.0,105,2949,N
3474,15/10/2017,0.0,117,5284,N
3475,26/06/2013,0.0,880,3338,N
3476,09/02/2016,0.0,751,2046,Y
3477,28/10/2014,0.0,252,3282,Y
3478,05/05/2016,0.0,728,2652,N
3479,11/10/2013,0.0,382,4083,N
3480,05/04/2015,0.0,177,438,N
3481,13/03/2014,0.0,750,1161,N
3482,22/08/2017,0.0,890,4607,N
3483,11/05/2017,0.0,54,5717,Y
3484,06/11/2014,0.0,984,1995,Y
3485,30/11/2013,0.0,240,3629,N
3486,28/12/2013,0.0,901,4631,N
3487,15/06/2017,0.0,18,1409,N
3488,04/06/2013,0.0,813,3391,N
3489,30/03/2016,0.0,950,3161,Y
3490,21/10/2016,0.0,602,5608,N
3491,04/12/2013,0.0,106,1227,Y
3492,31/03/2018,0.0,261,5800,N
3493,18/02/2014,0.0,915,3080,N
3494,09/01/2015,0.0,87,5752,Y
3495,29/04/2016,0.0,497,1088,N
3496,01/04/2014,0.0,737,5295,Y
3497,18/08/2016,0.0,729,1643,Y
3498,09/07/2016,0.0,764,356,N
3499,07/08/2014,0.0,185,3751,Y
3500,25/01/2016,0.0,615,4931,N
3501,18/07/2017,0.0,348,1946,Y
3502,08/12/2015,0.0,701,4193,N
3503,26/01/2016,0.0,332,3635,Y
3504,06/07/2016,0.0,568,4969,Y
3505,31/03/2015,0.0,775,3974,N
3506,03/12/2017,0.0,599,4570,N
3507,09/04/2014,0.0,369,2222,N
3508,02/05/2014,0.0,944,3967,N
3509,29/12/2014,0.0,533,3550,N
3510,25/07/2014,0.0,209,5803,N
3511,03/08/2016,0.0,128,1793,N
3512,28/06/2017,0.0,411,3562,N
3513,21/10/2016,0.0,341,132,Y
3514,12/07/2015,0.0,567,4898,Y
3515,19/07/2017,0.0,175,420,N
3516,25/11/2015,0.0,697,2489,N
3517,02/03/2015,0.0,252,5732,N
3518,07/10/2017,0.0,120,3233,Y
3519,19/05/2013,0.0,20,5161,N
3520,23/06/2016,0.0,109,1169,N
3521,14/10/2014,0.0,265,3702,Y
3522,17/04/2015,0.0,197,1159,Y
3523,14/01/2017,0.0,170,5955,Y
3524,18/06/2014,0.0,958,132,Y
3525,08/06/2013,0.0,939,4938,Y
3526,18/12/2014,0.0,173,4184,N
3527,02/02/2016,0.0,342,1997,Y
3528,10/04/2014,0.0,211,4473,Y
3529,03/07/2015,0.0,115,370,N
3530,03/07/2016,0.0,380,3168,Y
3531,10/01/2014,0.0,666,2695,Y
3532,25/12/2013,0.0,883,1777,N
3533,18/12/2016,0.0,797,2669,Y
3534,09/11/2017,0.0,424,3523,N
3535,03/09/2013,0.0,497,2413,Y
3536,04/03/2016,0.0,449,1226,Y
3537,19/08/2014,0.0,20,4627,N
3538,22/02/2014,0.0,554,475,N
3539,22/09/2014,0.0,493,1971,Y
3540,27/01/2017,0.0,2,152,Y
3541,24/12/2017,0.0,950,126,N
3542,13/02/2016,0.0,854,3349,N
3543,09/03/2016,0.0,348,391,N
3544,15/02/2018,0.0,978,5561,Y
3545,28/12/2014,0.0,742,1737,N
3546,03/04/2014,0.0,362,5997,N
3547,18/08/2013,0.0,301,1419,N
3548,05/04/2017,0.0,728,4795,Y
3549,31/07/2015,0.0,902,3095,N
3550,12/10/2017,0.0,647,3871,Y
3551,31/10/2014,0.0,307,4465,Y
3552,13/06/2017,0.0,354,499,N
3553,04/04/2015,0.0,669,1943,Y
3554,28/07/2016,0.0,318,1199,Y
3555,13/12/2014,0.0,997,4459,Y
3556,09/01/2017,0.0,897,3870,Y
3557,26/02/2016,0.0,641,1733,N
3558,30/09/2016,0.0,309,2574,N
3559,27/12/2014,0.0,112,159,Y
3560,28/03/2016,0.0,511,4818,Y
3561,19/08/2014,0.0,688,4887,N
3562,19/09/2015,0.0,968,510,N
3563,24/06/2015,0.0,809,1681,Y
3564,05/08/2014,0.0,614,1,Y
3565,07/07/2015,0.0,80,1596,N
3566,06/09/2015,0.0,20,2444,Y
3567,19/05/2015,0.0,318,4615,N
3568,02/05/2014,0.0,985,4788,N
3569,28/05/2017,0.0,567,1424,N
3570,27/02/2017,0.0,732,665,Y
3571,09/09/2015,0.0,927,2421,N
3572,10/01/2015,0.0,229,527,N
3573,01/03/2017,0.0,200,5945,Y
3574,08/09/2013,0.0,628,3716,Y
3575,09/06/2017,0.0,96,4421,N
3576,02/04/2015,0.0,694,765,N
3577,07/03/2016,0.0,381,1206,N
3578,28/11/2016,0.0,732,4187,Y
3579,02/05/2016,0.0,967,2624,N
3580,10/01/2015,0.0,800,1642,Y
3581,16/01/2014,0.0,866,62,Y
3582,12/04/2014,0.0,173,2520,Y
3583,07/06/2015,0.0,391,3355,Y
3584,13/05/2015,0.0,441,4349,Y
3585,08/08/2016,0.0,661,2052,N
3586,23/10/2015,0.0,727,2461,Y
3587,15/08/2016,0.0,547,2878,Y
3588,17/01/2015,0.0,917,4302,Y
3589,18/09/2014,0.0,230,3554,N
3590,10/02/2016,0.0,772,2851,N
3591,27/10/2017,0.0,821,1602,N
3592,23/01/2018,0.0,146,5434,N
3593,31/03/2015,0.0,896,1144,Y
3594,30/07/2014,0.0,445,1124,Y
3595,01/10/2014,0.0,706,3391,Y
3596,20/11/2013,0.0,657,4940,N
3597,16/09/2017,0.0,643,4903,Y
3598,20/07/2017,0.0,475,4190,Y
3599,22/12/2014,0.0,263,5927,Y
3600,21/05/2017,0.0,58,1234,N
3601,05/04/2015,0.0,829,1137,N
3602,26/08/2016,0.0,964,1692,N
3603,13/04/2015,0.0,739,1332,N
3604,25/04/2017,0.0,98,2768,N
3605,24/12/2013,0.0,226,2989,N
3606,18/01/2016,0.0,51,3578,N
3607,16/01/2017,0.0,812,3548,N
3608,07/08/2015,0.0,977,1314,Y
3609,26/11/2013,0.0,812,3218,Y
3610,31/01/2014,0.0,177,4948,Y
3611,14/11/2015,0.0,2,4879,Y
3612,28/08/2013,0.0,352,3057,Y
3613,16/06/2015,0.0,230,3717,N
3614,28/07/2016,0.0,39,493,N
3615,12/02/2017,0.0,293,5426,N
3616,19/01/2017,0.0,83,4049,Y
3617,30/07/2013,0.0,159,2145,Y
3618,03/04/2015,0.0,970,2021,Y
3619,05/06/2016,0.0,488,3064,N
3620,09/12/2015,0.0,687,2480,N
3621,09/01/2018,0.0,248,452,N
3622,09/03/2015,0.0,528,986,Y
3623,05/01/2016,0.0,762,4899,Y
3624,17/08/2015,0.0,89,5318,Y
3625,05/10/2017,0.0,834,1776,Y
3626,03/03/2017,0.0,318,3051,N
3627,12/12/2017,0.0,748,3726,Y
3628,05/03/2016,0.0,546,2353,Y
3629,27/03/2015,0.0,590,1422,Y
3630,24/10/2017,0.0,888,4805,N
3631,14/06/2016,0.0,185,4735,Y
3632,27/11/2017,0.0,904,858,N
3633,24/04/2017,0.0,508,5029,Y
3634,24/12/2015,0.0,681,5599,Y
3635,12/01/2017,0.0,723,4333,N
3636,25/04/2014,0.0,111,3743,N
3637,06/12/2013,0.0,171,4793,N
3638,13/09/2015,0.0,641,3916,N
3639,23/06/2013,0.0,718,16,N
3640,06/05/2014,0.0,168,1916,N
3641,19/10/2013,0.0,532,873,N
3642,05/06/2015,0.0,269,3825,N
3643,01/08/2016,0.0,982,1149,Y
3644,26/05/2015,0.0,5,1272,Y
3645,10/08/2017,0.0,577,4603,N
3646,03/10/2015,0.0,34,5364,N
3647,21/09/2015,0.0,487,4504,N
3648,05/01/2018,0.0,92,485,N
3649,13/03/2017,0.0,61,1972,N
3650,24/07/2014,0.0,46,5137,N
3651,10/01/2017,0.0,205,1811,N
3652,04/10/2016,0.0,108,1401,Y
3653,05/11/2016,0.0,493,5607,N
3654,17/09/2014,0.0,781,2790,N
3655,17/04/2014,0.0,146,2379,N
3656,21/08/2017,0.0,611,4509,N
3657,07/03/2014,0.0,226,3684,Y
3658,08/12/2017,0.0,779,359,N
3659,22/10/2015,0.0,597,3206,N
3660,28/09/2015,0.0,953,5675,Y
3661,04/03/2014,0.0,673,2100,N
3662,20/10/2013,0.0,135,4136,N
3663,22/04/2015,0.0,46,3278,Y
3664,09/07/2016,0.0,179,5352,Y
3665,23/11/2013,0.0,886,2922,N
3666,04/06/2014,0.0,425,4844,Y
3667,15/05/2015,0.0,432,5406,N
3668,09/01/2014,0.0,886,2699,N
3669,07/08/2014,0.0,336,3315,N
3670,26/06/2016,0.0,668,1389,Y
3671,12/10/2017,0.0,159,5459,Y
3672,13/06/2017,0.0,635,1630,Y
3673,04/08/2014,0.0,279,3447,N
3674,04/03/2017,0.0,226,2323,N
3675,03/02/2014,0.0,216,2033,N
3676,01/03/2015,0.0,166,5324,N
3677,21/06/2016,0.0,927,2555,Y
3678,21/02/2015,0.0,239,2920,N
3679,15/04/2018,0.0,649,2279,Y
3680,25/01/2016,0.0,311,1152,Y
3681,04/01/2015,0.0,341,1154,N
3682,02/09/2014,0.0,932,5154,N
3683,01/11/2016,0.0,885,5046,Y
3684,07/04/2017,0.0,902,3573,Y
3685,21/11/2014,0.0,709,4510,N
3686,26/07/2017,0.0,26,355,N
3687,14/11/2014,0.0,39,1439,Y
3688,02/11/2016,0.0,543,4286,N
3689,01/04/2018,0.0,560,1681,N
3690,21/02/2017,0.0,329,2561,Y
3691,13/05/2016,0.0,308,2,Y
3692,31/05/2017,0.0,718,2723,Y
3693,30/06/2016,0.0,608,3881,N
3694,02/07/2015,0.0,387,5401,N
3695,23/09/2014,0.0,146,1131,N
3696,04/04/2014,0.0,126,5818,N
3697,03/08/2014,0.0,724,3037,Y
3698,09/01/2014,0.0,785,1891,N
3699,14/08/2013,0.0,881,3091,Y
3700,01/05/2017,0.0,837,3601,N
3701,09/11/2013,0.0,400,3047,N
3702,09/12/2015,0.0,2,5965,N
3703,29/10/2015,0.0,303,142,Y
3704,18/07/2015,0.0,635,32,Y
3705,09/03/2017,0.0,346,4412,Y
3706,10/05/2018,0.0,546,2207,Y
3707,25/08/2017,0.0,9,1174,N
3708,26/05/2013,0.0,610,5838,Y
3709,23/11/2013,0.0,853,4218,N
3710,24/01/2016,0.0,707,4798,N
3711,12/06/2015,0.0,703,314,Y
3712,09/05/2016,0.0,25,5397,N
3713,17/08/2017,0.0,178,1034,Y
3714,06/01/2017,0.0,673,5272,Y
3715,22/06/2013,0.0,571,1216,N
3716,03/06/2016,0.0,700,2397,N
3717,14/07/2017,0.0,227,691,N
3718,15/09/2013,0.0,870,1706,N
3719,20/01/2018,0.0,271,5543,Y
3720,05/03/2017,0.0,28,1431,Y
3721,31/05/2016,0.0,757,5255,N
3722,26/01/2017,0.0,787,979,N
3723,22/03/2014,0.0,256,2000,N
3724,22/10/2017,0.0,345,4604,Y
3725,20/03/2015,0.0,117,2800,Y
3726,02/08/2013,0.0,978,218,Y
3727,15/02/2018,0.0,885,5868,N
3728,10/03/2016,0.0,38,3539,Y
3729,01/06/2016,0.0,535,2556,Y
3730,26/05/2015,0.0,238,1057,N
3731,29/05/2013,0.0,568,2418,Y
3732,20/10/2014,0.0,731,4141,Y
3733,04/11/2013,0.0,629,1904,N
3734,17/04/2016,0.0,995,3627,N
3735,20/06/2015,0.0,802,5173,Y
3736,20/03/2018,0.0,787,3549,Y
3737,09/08/2016,0.0,102,790,N
3738,23/09/2015,0.0,582,4728,Y
3739,23/09/2013,0.0,793,3941,Y
3740,21/12/2017,0.0,35,2735,N
3741,12/07/2017,0.0,184,5725,N
3742,03/06/2015,0.0,265,2209,N
3743,03/10/2013,0.0,763,3386,N
3744,31/05/2017,0.0,233,4309,N
3745,20/02/2015,0.0,643,4581,Y
3746,15/12/2017,0.0,618,5694,N
3747,20/01/2015,0.0,68,8,N
3748,14/10/2017,0.0,299,5407,Y
3749,07/06/2014,0.0,326,1668,Y
3750,02/03/2015,0.0,59,2244,N
3751,21/10/2017,0.0,998,3720,Y
3752,30/06/2017,0.0,578,457,Y
3753,29/05/2015,0.0,725,4928,Y
3754,22/07/2015,0.0,701,2672,N
3755,27/11/2016,0.0,414,2921,Y
3756,29/06/2015,0.0,231,2915,Y
3757,02/09/2014,0.0,638,4793,Y
3758,16/02/2015,0.0,825,1406,N
3759,24/05/2013,0.0,703,1749,N
3760,20/09/2017,0.0,326,1633,N
3761,08/04/2014,0.0,897,4848,N
3762,08/07/2016,0.0,642,3596,N
3763,29/10/2013,0.0,81,3727,Y
3764,18/08/2014,0.0,378,1496,N
3765,04/04/2014,0.0,426,2632,Y
3766,16/08/2017,0.0,431,5611,N
3767,30/08/2013,0.0,4,1022,N
3768,16/12/2014,0.0,850,383,Y
3769,30/04/2018,0.0,235,2039,N
3770,21/03/2015,0.0,562,4336,Y
3771,12/06/2014,0.0,115,5774,N
3772,23/11/2014,0.0,234,4337,N
3773,18/10/2016,0.0,847,3503,N
3774,05/08/2014,0.0,937,5423,N
3775,03/02/2014,0.0,129,4414,Y
3776,01/05/2015,0.0,355,2644,Y
3777,22/09/2016,0.0,532,5183,Y
3778,19/10/2013,0.0,153,2598,N
3779,12/07/2016,0.0,640,3808,N
3780,20/08/2015,0.0,923,3581,Y
3781,15/08/2016,0.0,180,266,N
3782,29/10/2017,0.0,732,1037,N
3783,05/05/2018,0.0,244,943,N
3784,03/10/2016,0.0,113,195,N
3785,10/11/2017,0.0,655,3022,N
3786,22/05/2017,0.0,730,4730,Y
3787,12/08/2014,0.0,887,4151,Y
3788,31/03/2015,0.0,407,3999,N
3789,15/06/2014,0.0,209,1918,N
3790,23/07/2014,0.0,118,3470,Y
3791,18/05/2018,0.0,462,2789,N
3792,07/09/2015,0.0,626,1716,Y
3793,16/03/2014,0.0,480,4706,N
3794,25/01/2017,0.0,34,2691,N
3795,06/11/2013,0.0,58,3398,N
3796,15/09/2017,0.0,964,4334,N
3797,20/05/2016,0.0,893,4849,Y
3798,30/07/2016,0.0,845,2906,N
3799,24/03/2017,0.0,466,33,N
3800,18/09/2013,0.0,210,5821,Y
3801,15/12/2013,0.0,14,2314,Y
3802,05/08/2015,0.0,813,2095,N
3803,16/10/2013,0.0,167,1162,N
3804,14/04/2015,0.0,689,4360,Y
3805,05/02/2017,0.0,284,1160,Y
3806,10/09/2016,0.0,521,5315,Y
3807,06/10/2013,0.0,40,5700,N
3808,03/04/2015,0.0,929,5401,N
3809,19/09/2014,0.0,440,3108,N
3810,27/11/2015,0.0,485,4002,Y
3811,14/01/2017,0.0,364,4674,Y
3812,05/03/2018,0.0,654,3111,Y
3813,29/06/2015,0.0,102,3816,N
3814,13/10/2016,0.0,660,5544,Y
3815,20/06/2017,0.0,236,4098,N
3816,13/03/2018,0.0,148,1754,N
3817,12/01/2017,0.0,373,4681,Y
3818,16/11/2014,0.0,270,1820,N
3819,22/08/2014,0.0,307,3483,N
3820,29/03/2017,0.0,979,3372,N
3821,26/08/2016,0.0,862,1670,N
3822,17/05/2014,0.0,103,1233,Y
3823,01/08/2014,0.0,400,4612,Y
3824,06/02/2017,0.0,327,5975,N
3825,13/04/2014,0.0,649,1634,Y
3826,23/08/2014,0.0,584,2042,Y
3827,15/07/2017,0.0,453,48,Y
3828,09/02/2017,0.0,348,3325,N
3829,29/07/2013,0.0,147,481,Y
3830,01/05/2014,0.0,598,1873,N
3831,25/07/2015,0.0,448,536,Y
3832,29/07/2016,0.0,607,5814,Y
3833,17/06/2013,0.0,922,764,Y
3834,13/02/2016,0.0,615,4515,Y
3835,25/01/2017,0.0,134,1905,N
3836,23/02/2017,0.0,835,239,N
3837,16/09/2013,0.0,300,4493,Y
3838,30/08/2015,0.0,885,1939,Y
3839,23/02/2018,0.0,51,3588,N
3840,15/08/2017,0.0,171,4542,N
3841,18/06/2015,0.0,247,5465,N
3842,19/10/2015,0.0,662,3126,Y
3843,17/10/2014,0.0,506,1929,N
3844,03/08/2017,0.0,10,3271,Y
3845,21/10/2015,0.0,696,552,Y
3846,23/04/2014,0.0,663,1122,Y
3847,26/08/2013,0.0,785,5416,N
3848,10/12/2017,0.0,395,2021,Y
3849,21/01/2017,0.0,991,3739,Y
3850,06/05/2014,0.0,565,4123,Y
3851,03/10/2017,0.0,163,1574,Y
3852,18/02/2017,0.0,498,3246,Y
3853,25/06/2017,0.0,394,2213,Y
3854,11/06/2017,0.0,65,2474,Y
3855,22/11/2017,0.0,782,831,N
3856,08/06/2013,0.0,616,661,N
3857,24/05/2013,0.0,604,4362,Y
3858,24/09/2017,0.0,783,3583,Y
3859,27/02/2015,0.0,703,5478,N
3860,22/03/2014,0.0,368,4638,Y
3861,29/01/2014,0.0,871,1574,N
3862,26/09/2016,0.0,758,4294,N
3863,30/10/2016,0.0,142,861,Y
3864,17/05/2015,0.0,531,2005,Y
3865,18/12/2013,0.0,230,5537,N
3866,19/02/2015,0.0,556,665,N
3867,02/02/2014,0.0,933,5955,Y
3868,24/06/2017,0.0,342,4047,Y
3869,08/06/2014,0.0,353,4605,Y
3870,01/07/2017,0.0,292,5210,Y
3871,07/11/2017,0.0,915,826,N
3872,19/11/2013,0.0,699,5628,N
3873,30/05/2015,0.0,614,2524,N
3874,18/09/2015,0.0,41,941,Y
3875,06/07/2016,0.0,826,4415,N
3876,07/09/2014,0.0,693,4464,N
3877,08/10/2015,0.0,562,4995,Y
3878,13/12/2016,0.0,141,701,N
3879,20/01/2015,0.0,50,1747,N
3880,08/08/2016,0.0,740,4783,Y
3881,27/12/2017,0.0,25,317,N
3882,02/06/2014,0.0,932,5933,N
3883,08/05/2017,0.0,277,3655,Y
3884,28/10/2015,0.0,716,872,Y
3885,15/05/2018,0.0,82,4504,N
3886,13/10/2015,0.0,123,2781,N
3887,03/08/2017,0.0,312,1330,Y
3888,09/03/2017,0.0,821,1807,N
3889,21/07/2016,0.0,235,5133,Y
3890,25/09/2014,0.0,831,65,Y
3891,10/09/2013,0.0,602,2103,Y
3892,14/06/2013,0.0,672,1047,Y
3893,26/02/2016,0.0,522,5112,Y
3894,05/11/2015,0.0,686,3615,N
3895,09/01/2016,0.0,325,2680,N
3896,25/02/2017,0.0,244,1257,N
3897,24/12/2017,0.0,185,1018,Y
3898,01/10/2013,0.0,346,1825,Y
3899,01/11/2017,0.0,102,4176,N
3900,15/01/2016,0.0,8,1731,Y
3901,06/02/2014,0.0,400,3813,Y
3902,09/01/2014,0.0,464,5841,Y
3903,08/10/2015,0.0,712,3177,N
3904,29/01/2016,0.0,983,3278,Y
3905,20/07/2017,0.0,905,4434,N
3906,02/06/2013,0.0,759,4440,Y
3907,06/02/2015,0.0,114,5328,N
3908,17/07/2014,0.0,46,5113,Y
3909,30/11/2013,0.0,793,498,Y
3910,01/05/2017,0.0,259,2893,N
3911,09/11/2014,0.0,891,2236,Y
3912,14/03/2015,0.0,187,5174,Y
3913,26/02/2016,0.0,449,3775,N
3914,25/03/2018,0.0,577,1524,Y
3915,20/01/2018,0.0,523,617,N
3916,10/05/2017,0.0,994,1357,Y
3917,24/10/2017,0.0,307,1780,Y
3918,13/10/2015,0.0,884,396,Y
3919,13/05/2018,0.0,667,486,Y
3920,11/01/2018,0.0,502,1872,N
3921,13/07/2017,0.0,524,69,N
3922,12/07/2016,0.0,608,1720,N
3923,09/09/2014,0.0,130,4878,N
3924,24/05/2013,0.0,366,806,N
3925,22/05/2013,0.0,481,5316,N
3926,15/08/2016,0.0,564,3129,Y
3927,20/12/2013,0.0,222,2673,Y
3928,20/07/2017,0.0,165,4462,N
3929,24/04/2018,0.0,912,1019,N
3930,17/12/2014,0.0,99,4766,Y
3931,23/10/2015,0.0,328,3042,Y
3932,27/08/2015,0.0,974,2379,Y
3933,10/03/2018,0.0,292,5454,Y
3934,28/10/2016,0.0,29,5946,Y
3935,22/08/2017,0.0,14,1350,Y
3936,14/04/2018,0.0,995,4238,Y
3937,04/04/2016,0.0,914,2632,N
3938,04/01/2017,0.0,43,3857,N
3939,23/01/2017,0.0,830,2347,Y
3940,20/04/2018,0.0,834,2373,N
3941,30/10/2017,0.0,332,2528,Y
3942,20/04/2016,0.0,894,5594,Y
3943,06/06/2013,0.0,807,4414,N
3944,14/05/2018,0.0,112,3541,Y
3945,24/09/2015,0.0,204,4135,N
3946,02/05/2017,0.0,527,3815,N
3947,26/04/2017,0.0,894,3968,Y
3948,20/12/2013,0.0,21,3821,N
3949,19/12/2015,0.0,819,3703,Y
3950,14/04/2016,0.0,433,3900,N
3951,21/02/2014,0.0,191,3966,Y
3952,06/11/2015,0.0,4,5783,Y
3953,12/10/2016,0.0,995,166,Y
3954,13/09/2017,0.0,133,873,Y
3955,20/06/2015,0.0,514,1866,N
3956,06/11/2017,0.0,777,5973,Y
3957,22/12/2015,0.0,688,845,Y
3958,16/10/2017,0.0,977,232,Y
3959,29/03/2016,0.0,360,476,Y
3960,26/01/2014,0.0,747,3627,Y
3961,14/05/2014,0.0,339,1013,N
3962,08/10/2013,0.0,644,3189,Y
3963,25/03/2016,0.0,470,3305,Y
3964,29/08/2017,0.0,293,4848,Y
3965,11/04/2018,0.0,679,5761,Y
3966,16/06/2017,0.0,309,4868,Y
3967,16/07/2015,0.0,501,1278,Y
3968,23/10/2016,0.0,129,1311,Y
3969,19/07/2013,0.0,746,2186,N
3970,17/07/2016,0.0,141,4078,N
3971,05/05/2018,0.0,571,170,Y
3972,01/06/2014,0.0,493,5151,Y
3973,04/12/2014,0.0,777,745,Y
3974,12/09/2015,0.0,921,1816,Y
3975,16/08/2017,0.0,644,1497,N
3976,11/09/2014,0.0,12,4091,N
3977,13/11/2015,0.0,236,904,N
3978,26/05/2013,0.0,826,2233,N
3979,29/11/2015,0.0,241,144,N
3980,07/12/2013,0.0,756,2507,Y
3981,05/05/2018,0.0,94,5261,Y
3982,07/02/2018,0.0,137,2857,N
3983,20/02/2018,0.0,17,364,Y
3984,14/10/2015,0.0,279,4261,Y
3985,13/01/2018,0.0,917,2790,Y
3986,31/08/2017,0.0,816,3229,Y
3987,10/05/2014,0.0,392,2907,N
3988,05/11/2016,0.0,262,5276,N
3989,23/10/2015,0.0,484,3577,N
3990,24/09/2014,0.0,54,4048,N
3991,30/01/2015,0.0,712,3294,Y
3992,09/04/2016,0.0,201,3660,N
3993,18/03/2017,0.0,305,4279,N
3994,03/09/2013,0.0,677,1056,N
3995,12/08/2017,0.0,702,431,N
3996,09/10/2017,0.0,381,3162,Y
3997,15/06/2015,0.0,441,4574,N
3998,09/03/2018,0.0,128,1072,Y
3999,11/12/2017,0.0,757,1972,N
4000,01/08/2014,0.0,572,33,N
4001,18/09/2013,0.0,445,1733,Y
4002,18/01/2015,0.0,394,30,N
4003,07/08/2014,0.0,241,581,N
4004,20/01/2017,0.0,796,2564,N
4005,22/11/2013,0.0,320,3831,N
4006,15/06/2015,0.0,593,1335,N
4007,15/07/2013,0.0,726,4157,N
4008,08/05/2014,0.0,854,925,N
4009,04/08/2016,0.0,195,668,Y
4010,20/08/2015,0.0,411,5547,N
4011,19/02/2018,0.0,433,2338,N
4012,14/12/2015,0.0,154,4749,N
4013,18/08/2013,0.0,663,2096,N
4014,18/01/2015,0.0,25,2143,N
4015,05/06/2014,0.0,789,4470,N
4016,14/02/2014,0.0,768,5298,Y
4017,31/07/2017,0.0,58,4999,Y
4018,19/01/2015,0.0,632,485,Y
4019,07/02/2018,0.0,917,3601,Y
4020,08/11/2017,0.0,797,903,N
4021,19/03/2017,0.0,623,5604,Y
4022,25/06/2013,0.0,176,2733,N
4023,25/07/2015,0.0,430,2111,Y
4024,16/12/2014,0.0,669,2698,N
4025,14/01/2017,0.0,703,2845,Y
4026,08/02/2015,0.0,178,4323,Y
4027,08/01/2018,0.0,1,3384,N
4028,02/09/2013,0.0,571,1200,N
4029,13/08/2013,0.0,927,3546,Y
4030,24/11/2013,0.0,143,4613,N
4031,10/03/2015,0.0,710,5343,Y
4032,01/09/2014,0.0,741,3800,N
4033,15/08/2014,0.0,6,3201,Y
4034,08/05/2016,0.0,195,4504,N
4035,16/06/2017,0.0,252,756,Y
4036,12/12/2017,0.0,965,3640,N
4037,29/03/2016,0.0,921,70,Y
4038,18/02/2014,0.0,419,4112,Y
4039,28/08/2014,0.0,964,3723,Y
4040,24/08/2013,0.0,289,2944,Y
4041,28/04/2015,0.0,602,3632,Y
4042,23/11/2013,0.0,354,1429,N
4043,13/02/2014,0.0,14,5116,N
4044,01/05/2016,0.0,342,4066,N
4045,13/07/2016,0.0,565,5335,Y
4046,28/02/2015,0.0,383,4598,Y
4047,03/10/2016,0.0,954,703,N
4048,17/11/2016,0.0,985,1501,N
4049,19/12/2013,0.0,698,1148,N
4050,10/02/2018,0.0,192,1967,N
4051,07/02/2017,0.0,464,5119,Y
4052,08/04/2017,0.0,508,2949,N
4053,27/05/2015,0.0,587,1499,Y
4054,25/08/2016,0.0,667,2384,Y
4055,02/09/2016,0.0,354,5194,N
4056,26/07/2015,0.0,263,1192,N
4057,28/04/2018,0.0,305,2901,Y
4058,24/02/2018,0.0,926,1391,Y
4059,09/02/2016,0.0,881,3093,N
4060,25/10/2017,0.0,743,181,N
4061,01/07/2017,0.0,392,3084,Y
4062,19/02/2018,0.0,978,2061,N
4063,23/04/2014,0.0,225,3139,N
4064,05/04/2018,0.0,553,5225,N
4065,01/07/2016,0.0,243,1330,Y
4066,19/07/2013,0.0,760,807,Y
4067,17/06/2017,0.0,327,29,N
4068,14/04/2014,0.0,31,3000,Y
4069,11/02/2015,0.0,655,576,N
4070,07/04/2014,0.0,297,2166,Y
4071,09/04/2016,0.0,668,909,N
4072,17/03/2015,0.0,306,1216,Y
4073,16/09/2013,0.0,541,3931,Y
4074,09/05/2017,0.0,351,5227,Y
4075,16/12/2013,0.0,616,2431,N
4076,20/08/2017,0.0,242,1379,Y
4077,14/04/2014,0.0,923,3851,Y
4078,02/09/2016,0.0,574,4685,N
4079,16/09/2013,0.0,402,3544,Y
4080,03/08/2016,0.0,127,5299,N
4081,27/06/2014,0.0,313,5149,N
4082,16/09/2016,0.0,910,5237,Y
4083,29/04/2018,0.0,574,4627,Y
4084,10/08/2016,0.0,660,2231,Y
4085,24/03/2014,0.0,961,2896,Y
4086,26/11/2014,0.0,43,2483,N
4087,16/02/2014,0.0,628,4654,N
4088,18/12/2014,0.0,117,3773,N
4089,24/07/2017,0.0,432,1144,N
4090,20/06/2017,0.0,576,1158,Y
4091,07/07/2015,0.0,714,2047,N
4092,08/05/2014,0.0,696,5378,N
4093,18/06/2017,0.0,868,1896,N
4094,10/02/2015,0.0,689,620,Y
4095,09/08/2013,0.0,656,3146,N
4096,20/02/2017,0.0,406,5157,N
4097,03/01/2015,0.0,130,911,N
4098,31/08/2015,0.0,36,794,N
4099,11/10/2015,0.0,959,234,Y
4100,13/04/2017,0.0,286,1299,N
4101,14/10/2017,0.0,416,1120,Y
4102,01/11/2013,0.0,644,4143,N
4103,04/06/2014,0.0,73,3743,N
4104,04/04/2014,0.0,930,5581,N
4105,16/01/2016,0.0,465,440,Y
